trade_id,symbol,side,entry_time_utc,entry_price,lowest_100_price,highest_100_price,atr_14,stop_loss_price,take_profit_price,risk_usdt,target_reward_usdt,result,pnl_usdt,holding_bars,target,trend_100b_pct,trend_50b_pct,trend_20b_pct,stoch_pos_pct,norm_atr_pct,volatility_range_pct,volume_ratio,entry_hour,dist_to_100low_pct,last_bar_body_ratio,last_bar_is_bullish
11,TACUSDT,LONG,2026-06-29 00:00:00 UTC,0.02211,0.02019,0.02626,0.00047,0.01925,0.02784,6.48,12.95,WIN,12.95,8,1,8.9163,-8.5986,5.4363,31.631,2.1257,27.4536,0.7168,0,8.6839,0.1935,0
12,TACUSDT,LONG,2026-06-29 01:00:00 UTC,0.0221,0.02019,0.02626,0.00045,0.01928,0.02774,6.37,12.75,WIN,12.75,7,1,8.9207,-10.5263,3.1746,31.4662,2.0362,27.4661,0.5715,1,8.6425,0.04,0
13,TACUSDT,LONG,2026-06-29 02:00:00 UTC,0.02214,0.02019,0.02626,0.00044,0.01931,0.02781,6.39,12.79,WIN,12.79,6,1,8.1015,-8.2816,3.3116,32.1252,1.9874,27.4164,0.5177,2,8.8076,0.2083,1
14,TACUSDT,LONG,2026-06-29 03:00:00 UTC,0.02213,0.02019,0.02626,0.00043,0.01934,0.02772,6.31,12.62,WIN,12.62,5,1,8.5953,-7.0618,2.7416,31.9605,1.9431,27.4288,0.4346,3,8.7664,0.1111,0
15,TACUSDT,LONG,2026-06-29 04:00:00 UTC,0.02203,0.02019,0.02626,0.00041,0.01937,0.02734,6.03,12.07,WIN,12.07,4,1,8.0353,-7.7792,2.5581,30.313,1.8611,27.5533,0.3995,4,8.3522,0.4,0
16,TACUSDT,LONG,2026-06-29 05:00:00 UTC,0.02215,0.02019,0.02626,0.00041,0.01938,0.0277,6.26,12.53,WIN,12.53,3,1,8.5252,-4.3197,3.0233,32.29,1.851,27.4041,0.376,5,8.8488,0.3243,1
17,TACUSDT,LONG,2026-06-29 06:00:00 UTC,0.02201,0.02019,0.02626,0.0004,0.0194,0.02725,5.95,11.89,WIN,11.89,2,1,7.6209,-5.9752,2.3223,29.9835,1.8174,27.5784,0.3552,6,8.269,0.4615,0
18,TACUSDT,LONG,2026-06-29 07:00:00 UTC,0.02184,0.02019,0.02626,0.00039,0.01941,0.02668,5.54,11.08,WIN,11.08,1,1,6.0194,-5.9432,1.5814,27.1829,1.7857,27.793,0.3139,7,7.5549,0.6538,0
19,TACUSDT,LONG,2026-06-29 08:00:00 UTC,0.03395,0.02019,0.03433,0.00126,0.01767,0.06651,23.98,47.95,WIN,47.95,15,1,62.4402,47.5445,57.9805,97.3126,3.7113,41.6495,3.9637,8,40.5302,0.9611,1
20,TACUSDT,LONG,2026-06-29 09:00:00 UTC,0.0453,0.02019,0.04613,0.00206,0.01607,0.10375,32.26,64.52,LOSS,-32.26,199,0,115.9199,94.9225,116.3324,96.8003,4.5475,57.2627,6.7469,9,55.4305,0.9124,1
21,TACUSDT,LONG,2026-06-29 10:00:00 UTC,0.05166,0.02019,0.05297,0.00254,0.0151,0.12478,35.38,70.77,LOSS,-35.38,198,0,146.0,124.4136,139.3883,96.0037,4.9168,63.4533,7.8391,10,60.9175,0.7186,1
22,TACUSDT,LONG,2026-06-29 11:00:00 UTC,0.05102,0.02019,0.05495,0.00285,0.01449,0.12407,35.8,71.59,LOSS,-35.8,197,0,143.389,122.9558,135.6285,88.6939,5.586,68.1301,8.287,11,60.4273,0.0985,0
23,TACUSDT,LONG,2026-06-29 12:00:00 UTC,0.05235,0.02019,0.05495,0.00313,0.01392,0.12922,36.7,73.41,LOSS,-36.7,196,0,149.7615,132.9773,144.0559,92.5201,5.979,66.3992,8.5356,12,61.4327,0.1939,1
24,TACUSDT,LONG,2026-06-29 13:00:00 UTC,0.05438,0.02019,0.0568,0.00333,0.01354,0.13606,37.55,75.1,LOSS,-37.55,195,0,161.4904,141.3043,150.069,93.3898,6.1236,67.3225,8.6962,13,62.8724,0.3505,1
25,TACUSDT,LONG,2026-06-29 14:00:00 UTC,0.05283,0.02019,0.0568,0.00364,0.01291,0.13267,37.78,75.56,LOSS,-37.78,194,0,153.2598,144.6966,142.2283,89.156,6.89,69.2977,8.8417,14,61.7831,0.2013,0
26,TACUSDT,LONG,2026-06-29 15:00:00 UTC,0.05761,0.02019,0.06124,0.00404,0.01212,0.1486,39.49,78.97,LOSS,-39.49,193,0,171.1059,173.8118,163.5407,91.1571,7.0127,71.255,8.963,15,64.954,0.5179,1
27,TACUSDT,LONG,2026-06-29 16:00:00 UTC,0.05872,0.02019,0.06124,0.00412,0.01195,0.15225,39.83,79.66,LOSS,-39.83,192,0,175.5045,184.5856,163.7466,93.8611,7.0163,69.908,9.0274,16,65.6165,0.2103,1
28,TACUSDT,LONG,2026-06-29 17:00:00 UTC,0.05612,0.02019,0.06325,0.00444,0.01132,0.14571,39.91,79.83,LOSS,-39.91,191,0,163.0272,173.2717,153.18,83.4417,7.9116,76.7284,9.1073,17,64.0235,0.3047,0
