trade_id,symbol,side,entry_time_utc,entry_price,lowest_100_price,highest_100_price,atr_14,stop_loss_price,take_profit_price,risk_usdt,target_reward_usdt,result,pnl_usdt,holding_bars,target,trend_100b_pct,trend_50b_pct,trend_20b_pct,stoch_pos_pct,norm_atr_pct,volatility_range_pct,volume_ratio,entry_hour,dist_to_100low_pct,last_bar_body_ratio,last_bar_is_bullish
373,TACUSDT,LONG,2026-07-14 02:00:00 UTC,0.0028,0.00261,0.00529,0.0001,0.00241,0.00358,6.98,13.96,WIN,13.96,64,1,-39.5248,-20.4545,-6.3545,7.0896,3.5714,95.7143,0.2165,2,6.7857,0.7143,0
374,TACUSDT,LONG,2026-07-14 03:00:00 UTC,0.00276,0.00261,0.00529,0.0001,0.00241,0.00346,6.33,12.67,WIN,12.67,62,1,-42.0168,-18.5841,-4.8276,5.597,3.6232,97.1014,0.1987,3,5.4348,0.5,0
375,TACUSDT,LONG,2026-07-14 04:00:00 UTC,0.00279,0.00261,0.00529,0.0001,0.00241,0.00355,6.79,13.58,WIN,13.58,62,1,-45.2941,-19.3642,-2.7875,6.7164,3.5842,96.0573,0.2056,4,6.4516,0.2727,1
376,TACUSDT,LONG,2026-07-14 05:00:00 UTC,0.00283,0.00261,0.00512,0.0001,0.0024,0.00369,7.56,15.12,WIN,15.12,65,1,-32.1343,-20.0565,-0.7018,8.7649,3.5336,88.6926,0.2362,5,7.7739,0.3077,1
377,TACUSDT,LONG,2026-07-14 06:00:00 UTC,0.00288,0.00261,0.00496,0.0001,0.0024,0.00385,8.37,16.74,LOSS,-8.37,868,0,-33.7931,-17.2414,2.8571,11.4894,3.4722,81.5972,0.2787,6,9.375,0.3846,1
378,TACUSDT,LONG,2026-07-14 07:00:00 UTC,0.0028,0.00261,0.00496,0.0001,0.0024,0.00359,7.09,14.17,WIN,14.17,61,1,-35.6322,-23.4973,-0.7092,8.0851,3.5714,83.9286,0.2796,7,6.7857,0.7273,0
379,TACUSDT,LONG,2026-07-14 08:00:00 UTC,0.00275,0.00261,0.00496,0.0001,0.0024,0.00344,6.3,12.6,WIN,12.6,57,1,-43.0642,-22.5352,-1.7857,5.9574,3.6364,85.4545,0.2852,8,5.0909,0.625,0
380,TACUSDT,LONG,2026-07-14 09:00:00 UTC,0.00278,0.00261,0.00494,0.0001,0.00241,0.00352,6.67,13.35,WIN,13.35,57,1,-36.5297,-18.4751,0.0,7.2961,3.5971,83.8129,0.3092,9,6.1151,0.3333,1
381,TACUSDT,LONG,2026-07-14 10:00:00 UTC,0.00274,0.00261,0.00448,0.0001,0.00241,0.00341,6.08,12.16,WIN,12.16,55,1,-37.156,-18.6944,-1.7921,6.9519,3.6496,68.2482,0.3415,10,4.7445,0.4,0
382,TACUSDT,LONG,2026-07-14 11:00:00 UTC,0.00276,0.00261,0.00445,0.0001,0.00241,0.00348,6.47,12.93,WIN,12.93,54,1,-31.6832,-20.0,1.845,8.1522,3.6232,66.6667,0.3884,11,5.4348,0.2,1
383,TACUSDT,LONG,2026-07-14 12:00:00 UTC,0.00285,0.00261,0.00445,0.00011,0.00239,0.00375,7.93,15.86,WIN,15.86,58,1,-29.1045,-18.1034,5.5556,13.0435,3.8596,64.5614,0.4538,12,8.4211,0.5,1
384,TACUSDT,LONG,2026-07-14 13:00:00 UTC,0.00288,0.00261,0.00445,0.00011,0.00239,0.00384,8.4,16.81,LOSS,-8.4,861,0,-31.4286,-15.0442,9.9237,14.6739,3.8194,63.8889,0.4899,13,9.375,0.25,1
385,TACUSDT,LONG,2026-07-14 14:00:00 UTC,0.00278,0.00261,0.00445,0.00011,0.00239,0.00358,7.12,14.24,WIN,14.24,52,1,-31.1881,-16.7665,5.303,9.2391,3.9568,66.1871,0.5174,14,6.1151,0.6667,0
386,TACUSDT,LONG,2026-07-14 15:00:00 UTC,0.00285,0.00261,0.00445,0.00011,0.00238,0.00378,8.19,16.38,WIN,16.38,55,1,-28.392,-8.9457,5.1661,13.0435,3.8596,64.5614,0.5205,15,8.4211,0.5,1
387,TACUSDT,LONG,2026-07-14 16:00:00 UTC,0.00291,0.00261,0.00445,0.00011,0.00238,0.00396,9.05,18.1,LOSS,-9.05,858,0,-26.5152,-5.8252,4.3011,16.3043,3.7801,63.2302,0.5361,16,10.3093,0.5,1
388,TACUSDT,LONG,2026-07-14 17:00:00 UTC,0.00313,0.00261,0.00445,0.00012,0.00236,0.00467,12.31,24.63,LOSS,-12.31,857,0,-17.6316,0.0,12.9964,28.2609,3.8339,58.7859,0.787,17,16.6134,0.8462,1
389,TACUSDT,LONG,2026-07-14 18:00:00 UTC,0.00308,0.00261,0.00445,0.00012,0.00236,0.00453,11.71,23.41,LOSS,-11.71,856,0,-17.8667,-0.6452,10.3943,25.5435,3.8961,59.7403,0.8931,18,15.2597,0.4167,0
390,TACUSDT,LONG,2026-07-14 19:00:00 UTC,0.0031,0.00261,0.00445,0.00012,0.00236,0.00459,11.94,23.88,LOSS,-11.94,855,0,-18.4211,-4.0248,11.9134,26.6304,3.871,59.3548,0.9573,19,15.8065,0.1667,1
391,TACUSDT,LONG,2026-07-14 20:00:00 UTC,0.0031,0.00261,0.00445,0.00012,0.00236,0.00457,11.88,23.77,LOSS,-11.88,854,0,-24.5742,-2.2082,9.1549,26.6304,3.871,59.3548,0.9783,20,15.8065,0.0,0
392,TACUSDT,LONG,2026-07-14 21:00:00 UTC,0.00288,0.00261,0.00445,0.00014,0.00234,0.00397,9.42,18.84,LOSS,-9.42,853,0,-31.2649,-8.8608,2.8571,14.6739,4.8611,63.8889,1.0798,21,9.375,0.7097,0
393,TACUSDT,LONG,2026-07-14 22:00:00 UTC,0.00284,0.00261,0.00445,0.00013,0.00234,0.00384,8.75,17.49,LOSS,-8.75,852,0,-32.2196,-10.4101,2.8986,12.5,4.5775,64.7887,1.133,22,8.0986,0.5,0
394,TACUSDT,LONG,2026-07-14 23:00:00 UTC,0.00289,0.00261,0.00445,0.00013,0.00235,0.00396,9.29,18.58,LOSS,-9.29,851,0,-32.1596,-6.4725,3.5842,15.2174,4.4983,63.6678,1.1231,23,9.6886,0.625,1
395,TACUSDT,LONG,2026-07-15 00:00:00 UTC,0.00285,0.00261,0.00445,0.00012,0.00236,0.00384,8.64,17.29,LOSS,-8.64,850,0,-34.0278,-4.6823,0.7067,13.0435,4.2105,64.5614,1.1296,0,8.4211,0.5714,0
396,TACUSDT,LONG,2026-07-15 01:00:00 UTC,0.00292,0.00261,0.00445,0.00012,0.00236,0.00404,9.58,19.16,LOSS,-9.58,849,0,-32.7189,-2.6667,1.3889,16.8478,4.1096,63.0137,1.12,1,10.6164,0.5833,1
397,TACUSDT,LONG,2026-07-15 02:00:00 UTC,0.00287,0.00261,0.00445,0.00012,0.00236,0.00389,8.87,17.74,LOSS,-8.87,848,0,-26.5985,-3.6913,2.5,14.1304,4.1812,64.1115,1.0917,2,9.0592,0.4545,0
398,TACUSDT,LONG,2026-07-15 03:00:00 UTC,0.00276,0.00261,0.00396,0.00013,0.00235,0.00358,7.4,14.79,WIN,14.79,39,1,-29.771,-5.4795,0.3636,11.1111,4.7101,48.913,0.8707,3,5.4348,0.5789,0
399,TACUSDT,LONG,2026-07-15 04:00:00 UTC,0.00279,0.00261,0.00394,0.00012,0.00236,0.00366,7.76,15.53,WIN,15.53,42,1,-26.9634,-7.0,0.3597,13.5338,4.3011,47.6703,0.7754,4,6.4516,0.4286,1
400,TACUSDT,LONG,2026-07-15 05:00:00 UTC,0.00278,0.00261,0.00393,0.00012,0.00236,0.00362,7.55,15.09,WIN,15.09,41,1,-27.7922,-6.3973,1.4599,12.8788,4.3165,47.482,0.7387,5,6.1151,0.0909,0
401,TACUSDT,LONG,2026-07-15 06:00:00 UTC,0.00281,0.00261,0.00393,0.00012,0.00237,0.00369,7.87,15.74,WIN,15.74,40,1,-26.2467,-7.5658,1.8116,15.1515,4.2705,46.9751,0.729,6,7.1174,0.3333,1
402,TACUSDT,LONG,2026-07-15 07:00:00 UTC,0.00284,0.00261,0.00393,0.00012,0.00237,0.00378,8.26,16.52,WIN,16.52,39,1,-22.4044,-7.4919,-0.3509,17.4242,4.2254,46.4789,0.5985,7,8.0986,0.3,1
403,TACUSDT,LONG,2026-07-15 08:00:00 UTC,0.00282,0.00261,0.00393,0.00012,0.00237,0.00372,8.0,15.99,WIN,15.99,38,1,-19.4286,-5.6856,-2.0833,15.9091,4.2553,46.8085,0.6069,8,7.4468,0.1818,0
404,TACUSDT,LONG,2026-07-15 09:00:00 UTC,0.00293,0.00261,0.00393,0.00013,0.00236,0.00406,9.74,19.47,LOSS,-9.74,841,0,-13.8235,1.0345,5.3957,24.2424,4.4369,45.0512,0.7253,9,10.9215,0.5,1
405,TACUSDT,LONG,2026-07-15 10:00:00 UTC,0.00294,0.00261,0.00393,0.00012,0.00236,0.00411,9.9,19.8,LOSS,-9.9,840,0,-11.9403,2.7875,3.5088,25.0,4.0816,44.898,0.7749,10,11.2245,0.2,1
406,TACUSDT,LONG,2026-07-15 11:00:00 UTC,0.00298,0.00261,0.00393,0.00012,0.00236,0.00421,10.36,20.73,LOSS,-10.36,839,0,-13.1195,4.5614,2.4055,28.0303,4.0268,44.2953,0.8397,11,12.4161,0.3636,1
407,TACUSDT,LONG,2026-07-15 12:00:00 UTC,0.00297,0.00261,0.00393,0.00012,0.00236,0.00419,10.27,20.54,LOSS,-10.27,838,0,-13.913,6.0714,-5.1118,27.2727,4.0404,44.4444,0.8878,12,12.1212,0.0769,0
408,TACUSDT,LONG,2026-07-15 13:00:00 UTC,0.00304,0.00261,0.00393,0.00012,0.00236,0.00441,11.21,22.42,LOSS,-11.21,837,0,-10.3245,7.8014,-1.2987,32.5758,3.9474,43.4211,0.8672,13,14.1447,0.5833,1
409,TACUSDT,LONG,2026-07-15 14:00:00 UTC,0.00305,0.00261,0.00393,0.00012,0.00236,0.00442,11.22,22.44,LOSS,-11.22,836,0,-11.3372,8.9286,-1.6129,33.3333,3.9344,43.2787,0.9066,14,14.4262,0.1,1
410,TACUSDT,LONG,2026-07-15 15:00:00 UTC,0.00311,0.00261,0.00393,0.00012,0.00237,0.0046,11.96,23.91,LOSS,-11.96,835,0,-8.5294,11.8705,0.3226,37.8788,3.8585,42.4437,0.9264,15,16.0772,0.6,1
411,TACUSDT,LONG,2026-07-15 16:00:00 UTC,0.00304,0.00261,0.00393,0.00014,0.00233,0.00447,11.74,23.49,LOSS,-11.74,834,0,-10.0592,8.9606,5.5556,32.5758,4.6053,43.4211,1.2855,16,14.1447,0.175,0
412,TACUSDT,LONG,2026-07-15 17:00:00 UTC,0.00292,0.00261,0.00393,0.00015,0.00232,0.00412,10.29,20.58,LOSS,-10.29,833,0,-12.5749,7.7491,2.8169,23.4848,5.137,45.2055,1.4065,17,10.6164,0.5217,0
413,TACUSDT,LONG,2026-07-15 18:00:00 UTC,0.00301,0.00261,0.00393,0.00015,0.00231,0.00441,11.61,23.23,LOSS,-11.61,832,0,-11.2094,11.4815,4.1522,30.303,4.9834,43.8538,1.3993,18,13.289,0.5294,1
414,TACUSDT,LONG,2026-07-15 19:00:00 UTC,0.00307,0.00261,0.00393,0.00014,0.00232,0.00456,12.19,24.38,LOSS,-12.19,831,0,-10.2339,17.1756,7.7193,34.8485,4.5603,42.9967,1.3122,19,14.9837,0.6,1
415,TACUSDT,LONG,2026-07-15 20:00:00 UTC,0.00306,0.00261,0.00393,0.00014,0.00233,0.00452,11.94,23.88,LOSS,-11.94,830,0,-10.0,15.9091,4.7945,34.0909,4.5752,43.1373,1.3103,20,14.7059,0.1111,0
416,TACUSDT,LONG,2026-07-15 21:00:00 UTC,0.00304,0.00261,0.00393,0.00014,0.00233,0.00445,11.62,23.25,LOSS,-11.62,829,0,-14.3662,12.1771,5.9233,32.5758,4.6053,43.4211,1.2536,21,14.1447,0.2,0
417,TACUSDT,LONG,2026-07-15 22:00:00 UTC,0.00299,0.00261,0.00393,0.00013,0.00234,0.00429,10.83,21.67,LOSS,-10.83,828,0,-16.7131,7.1685,8.3333,28.7879,4.3478,44.1472,1.2112,22,12.709,0.7143,0
418,TACUSDT,LONG,2026-07-15 23:00:00 UTC,0.00299,0.00261,0.00393,0.00013,0.00236,0.00426,10.63,21.26,LOSS,-10.63,827,0,-17.4033,7.9422,7.1685,28.7879,4.3478,44.1472,1.1854,23,12.709,0.0,0
419,TACUSDT,LONG,2026-07-16 00:00:00 UTC,0.00295,0.00261,0.00393,0.00012,0.00236,0.00413,9.98,19.97,LOSS,-9.98,826,0,-23.3766,5.7348,6.1151,25.7576,4.0678,44.7458,1.1522,0,11.5254,0.5,0
420,TACUSDT,LONG,2026-07-16 01:00:00 UTC,0.00291,0.00261,0.00393,0.00012,0.00236,0.004,9.38,18.76,LOSS,-9.38,825,0,-25.3846,5.0542,3.5587,22.7273,4.1237,45.3608,1.1076,1,10.3093,0.3636,0
421,TACUSDT,LONG,2026-07-16 02:00:00 UTC,0.00291,0.00261,0.00391,0.00012,0.00237,0.00398,9.28,18.56,LOSS,-9.28,824,0,-22.4,2.4648,2.4648,23.0769,4.1237,44.6735,0.7252,2,10.3093,0.0,0
422,TACUSDT,LONG,2026-07-16 03:00:00 UTC,0.00302,0.00261,0.00383,0.00013,0.00236,0.00436,11.04,22.08,LOSS,-11.04,823,0,-18.3288,8.2143,7.4468,33.6066,4.3046,40.3974,0.5804,3,13.5762,0.6667,1
423,TACUSDT,LONG,2026-07-16 04:00:00 UTC,0.00314,0.00261,0.00383,0.00013,0.00235,0.00471,12.52,25.03,LOSS,-12.52,822,0,-10.7955,13.7681,7.1672,43.4426,4.1401,38.8535,0.7997,4,16.879,0.7059,1
424,TACUSDT,LONG,2026-07-16 05:00:00 UTC,0.00302,0.00261,0.00368,0.00013,0.00234,0.00437,11.16,22.33,LOSS,-11.16,821,0,-10.9145,8.2437,2.3729,38.3178,4.3046,35.4305,0.8263,5,13.5762,0.7059,0
425,TACUSDT,LONG,2026-07-16 06:00:00 UTC,0.00292,0.00261,0.00368,0.00013,0.00234,0.00407,9.86,19.73,LOSS,-9.86,820,0,-15.6069,3.1802,-2.0134,28.972,4.4521,36.6438,0.8389,6,10.6164,0.625,0
426,TACUSDT,LONG,2026-07-16 07:00:00 UTC,0.00298,0.00261,0.00368,0.00013,0.00234,0.00425,10.66,21.32,LOSS,-10.66,819,0,-15.8192,3.4722,0.3367,34.5794,4.3624,35.906,0.8697,7,12.4161,0.5,1
427,TACUSDT,LONG,2026-07-16 08:00:00 UTC,0.00303,0.00261,0.00368,0.00013,0.00234,0.00441,11.34,22.68,LOSS,-11.34,818,0,-12.931,8.2143,-0.3289,39.2523,4.2904,35.3135,0.9385,8,13.8614,0.3846,1
428,TACUSDT,LONG,2026-07-16 09:00:00 UTC,0.00297,0.00261,0.00368,0.00013,0.00234,0.00422,10.55,21.1,LOSS,-10.55,817,0,-18.8525,8.0,-2.623,33.6449,4.3771,36.0269,1.0347,9,12.1212,0.4,0
429,TACUSDT,LONG,2026-07-16 10:00:00 UTC,0.00299,0.00261,0.00366,0.00013,0.00235,0.00428,10.74,21.48,LOSS,-10.74,816,0,-15.7746,7.554,-3.8585,36.1905,4.3478,35.1171,1.0256,10,12.709,0.2222,1
430,TACUSDT,LONG,2026-07-16 11:00:00 UTC,0.00305,0.00261,0.00356,0.00013,0.00235,0.00444,11.39,22.79,LOSS,-11.39,815,0,-10.5572,11.3139,0.3289,46.3158,4.2623,31.1475,1.028,11,14.4262,0.6,1
431,TACUSDT,LONG,2026-07-16 12:00:00 UTC,0.00309,0.00261,0.00352,0.00012,0.00236,0.00454,11.78,23.57,LOSS,-11.78,814,0,-8.3086,11.9565,5.8219,52.7473,3.8835,29.4498,1.0113,12,15.534,0.5,1
432,TACUSDT,LONG,2026-07-16 13:00:00 UTC,0.003,0.00261,0.00352,0.00012,0.00236,0.00428,10.67,21.35,LOSS,-10.67,813,0,-13.0435,5.2632,-0.3322,42.8571,4.0,30.3333,1.0348,13,13.0,0.6923,0
433,TACUSDT,LONG,2026-07-16 14:00:00 UTC,0.00304,0.00261,0.00352,0.00012,0.00236,0.00441,11.21,22.42,LOSS,-11.21,812,0,-12.6437,5.5556,-0.9772,47.2527,3.9474,29.9342,0.792,14,14.1447,0.3636,1
434,TACUSDT,LONG,2026-07-16 15:00:00 UTC,0.00312,0.00261,0.00348,0.00012,0.00236,0.00464,12.2,24.4,LOSS,-12.2,811,0,-7.9646,12.2302,1.9608,58.6207,3.8462,27.8846,0.7924,15,16.3462,0.6154,1
435,TACUSDT,LONG,2026-07-16 16:00:00 UTC,0.00314,0.00261,0.0034,0.00012,0.00236,0.0047,12.43,24.85,LOSS,-12.43,810,0,-5.988,10.1754,3.2895,67.0886,3.8217,25.1592,0.8126,16,16.879,0.1818,1
436,TACUSDT,LONG,2026-07-16 17:00:00 UTC,0.00338,0.00261,0.00348,0.00014,0.00232,0.0055,15.67,31.34,LOSS,-15.67,809,0,7.9872,16.1512,13.0435,88.5057,4.142,25.7396,1.1325,17,22.7811,0.5854,1
437,TACUSDT,LONG,2026-07-16 18:00:00 UTC,0.00351,0.00261,0.00358,0.00015,0.00231,0.00591,17.1,34.19,LOSS,-17.1,808,0,13.5922,12.1406,17.3913,92.7835,4.2735,27.6353,1.8675,18,25.641,0.5909,1
438,TACUSDT,LONG,2026-07-16 19:00:00 UTC,0.00343,0.00261,0.00358,0.00016,0.00229,0.0057,16.59,33.18,LOSS,-16.59,807,0,9.5847,11.3636,16.2712,84.5361,4.6647,28.2799,2.0836,19,23.9067,0.2857,0
439,TACUSDT,LONG,2026-07-16 20:00:00 UTC,0.00344,0.00261,0.00359,0.00017,0.00227,0.00578,16.96,33.93,LOSS,-16.96,806,0,10.9677,10.9677,18.2131,84.6939,4.9419,28.4884,2.2716,20,24.1279,0.0385,1
440,TACUSDT,LONG,2026-07-16 21:00:00 UTC,0.00351,0.00261,0.00359,0.00017,0.00227,0.006,17.65,35.3,LOSS,-17.65,805,0,8.9783,13.5484,20.9622,91.8367,4.8433,27.9202,2.3598,21,25.641,0.4706,1
441,TACUSDT,LONG,2026-07-16 22:00:00 UTC,0.00358,0.00261,0.00379,0.00018,0.00226,0.00623,18.5,37.0,LOSS,-18.5,804,0,13.2492,24.6528,18.4818,82.2034,5.0279,32.9609,2.6409,22,27.095,0.2759,1
442,TACUSDT,LONG,2026-07-16 23:00:00 UTC,0.00369,0.00261,0.00379,0.00018,0.00225,0.00656,19.47,38.94,LOSS,-19.47,885,0,16.7722,29.9296,17.5159,91.5254,4.878,31.9783,2.7693,23,29.2683,0.5238,1
443,TACUSDT,LONG,2026-07-17 00:00:00 UTC,0.00366,0.00261,0.00379,0.00019,0.00222,0.00653,19.63,39.27,LOSS,-19.63,884,0,15.4574,26.6436,21.1921,88.9831,5.1913,32.2404,2.982,0,28.6885,0.0769,0
444,TACUSDT,LONG,2026-07-17 01:00:00 UTC,0.0037,0.00261,0.00379,0.00019,0.00222,0.00665,19.98,39.96,LOSS,-19.98,883,0,19.7411,29.8246,26.7123,92.3729,5.1351,31.8919,3.1054,1,29.4595,0.1818,1
445,TACUSDT,LONG,2026-07-17 02:00:00 UTC,0.0037,0.00261,0.00379,0.00019,0.00222,0.00665,19.94,39.87,LOSS,-19.94,882,0,23.7458,26.7123,24.1611,92.3729,5.1351,31.8919,3.1914,2,29.4595,0.0,0
446,TACUSDT,LONG,2026-07-17 03:00:00 UTC,0.00356,0.00261,0.00379,0.0002,0.00221,0.00626,18.93,37.86,LOSS,-18.93,881,0,18.6667,24.0418,17.4917,80.5085,5.618,33.1461,3.0275,3,26.6854,0.5185,0
447,TACUSDT,LONG,2026-07-17 04:00:00 UTC,0.00335,0.00261,0.00379,0.0002,0.0022,0.00566,17.18,34.35,LOSS,-17.18,880,0,12.4161,21.3768,12.7946,62.7119,5.9701,35.2239,2.4992,4,22.0896,0.75,0
448,TACUSDT,LONG,2026-07-17 05:00:00 UTC,0.00346,0.00261,0.00379,0.0002,0.0022,0.00596,18.12,36.25,LOSS,-18.12,879,0,18.4932,24.0143,15.7191,72.0339,5.7803,34.104,2.3073,5,24.5665,0.5789,1
449,TACUSDT,LONG,2026-07-17 06:00:00 UTC,0.00353,0.00261,0.00379,0.0002,0.0022,0.00619,18.79,37.58,LOSS,-18.79,878,0,17.6667,26.9784,15.7377,77.9661,5.6657,33.4278,2.2659,6,26.0623,0.3684,1
450,TACUSDT,LONG,2026-07-17 07:00:00 UTC,0.00359,0.00261,0.00379,0.0002,0.00221,0.00634,19.24,38.47,LOSS,-19.24,877,0,20.8754,27.758,16.1812,83.0508,5.571,32.8691,2.3246,7,27.2981,0.3158,1
451,TACUSDT,LONG,2026-07-17 08:00:00 UTC,0.00366,0.00261,0.00379,0.0002,0.00221,0.00656,19.78,39.55,LOSS,-19.78,876,0,20.3947,28.8732,22.0,88.9831,5.4645,32.2404,2.1583,8,28.6885,0.4667,1
452,TACUSDT,LONG,2026-07-17 09:00:00 UTC,0.00347,0.00261,0.00379,0.00021,0.00219,0.00602,18.4,36.79,LOSS,-18.4,875,0,13.0293,23.0496,14.1447,72.8814,6.0519,34.0058,2.1874,9,24.7839,0.5429,0
453,TACUSDT,LONG,2026-07-17 10:00:00 UTC,0.00352,0.00261,0.00379,0.0002,0.0022,0.00615,18.69,37.39,LOSS,-18.69,874,0,17.7258,20.1365,12.8205,77.1186,5.6818,33.5227,1.9612,10,25.8523,0.3846,1
454,TACUSDT,LONG,2026-07-17 11:00:00 UTC,0.00338,0.00261,0.00379,0.0002,0.0022,0.00575,17.48,34.96,LOSS,-17.48,873,0,16.5517,14.5763,7.6433,65.2542,5.9172,34.9112,1.8116,11,22.7811,0.6667,0
455,TACUSDT,LONG,2026-07-17 12:00:00 UTC,0.0034,0.00261,0.00379,0.00019,0.00222,0.00575,17.33,34.65,LOSS,-17.33,872,0,18.1185,13.7584,0.2959,66.9492,5.5882,34.7059,1.6697,12,23.2353,0.1111,1
456,TACUSDT,LONG,2026-07-17 13:00:00 UTC,0.00348,0.00261,0.00379,0.00019,0.00222,0.00601,18.14,36.28,LOSS,-18.14,871,0,22.4561,17.5084,-0.5698,73.7288,5.4598,33.908,1.5523,13,25.0,0.5,1
457,TACUSDT,LONG,2026-07-17 14:00:00 UTC,0.00311,0.00261,0.00379,0.00021,0.00218,0.00495,14.85,29.71,LOSS,-14.85,870,0,11.0714,2.3026,-9.3294,42.3729,6.7524,37.9421,1.5256,14,16.0772,0.8222,0
458,TACUSDT,LONG,2026-07-17 15:00:00 UTC,0.0032,0.00261,0.00379,0.00021,0.00219,0.00522,15.78,31.55,LOSS,-15.78,869,0,13.4752,4.918,-6.9767,50.0,6.5625,36.875,1.5111,15,18.4375,0.5625,1
459,TACUSDT,LONG,2026-07-17 16:00:00 UTC,0.00326,0.00261,0.00379,0.0002,0.0022,0.00537,16.19,32.39,LOSS,-16.19,868,0,16.4286,4.8232,-7.3864,55.0847,6.135,36.1963,1.3701,16,19.9387,0.4615,1
460,TACUSDT,LONG,2026-07-17 17:00:00 UTC,0.00319,0.00261,0.00379,0.0002,0.00221,0.00513,15.27,30.54,LOSS,-15.27,867,0,14.7482,4.9342,-11.1421,49.1525,6.2696,36.9906,1.2415,17,18.1818,0.5385,0
461,TACUSDT,LONG,2026-07-17 18:00:00 UTC,0.00317,0.00261,0.00379,0.00019,0.00223,0.00503,14.74,29.48,LOSS,-14.74,866,0,13.6201,8.5616,-14.0921,47.4576,5.9937,37.224,1.0677,18,17.6656,0.3333,0
462,TACUSDT,LONG,2026-07-17 19:00:00 UTC,0.00314,0.00261,0.00379,0.00018,0.00225,0.00492,14.21,28.42,LOSS,-14.21,865,0,15.8672,4.3189,-14.2077,44.9153,5.7325,37.5796,0.83,19,16.879,0.3333,0
463,TACUSDT,LONG,2026-07-17 20:00:00 UTC,0.00311,0.00261,0.00379,0.00017,0.00226,0.0048,13.58,27.15,LOSS,-13.58,782,0,15.1852,1.3029,-15.9459,42.3729,5.4662,37.9421,0.7724,20,16.0772,0.5,0
464,TACUSDT,LONG,2026-07-17 21:00:00 UTC,0.0031,0.00261,0.00379,0.00017,0.00227,0.00476,13.35,26.71,LOSS,-13.35,781,0,18.3206,1.3072,-16.2162,41.5254,5.4839,38.0645,0.746,21,15.8065,0.0909,0
465,TACUSDT,LONG,2026-07-17 22:00:00 UTC,0.00328,0.00261,0.00379,0.00017,0.00227,0.0053,15.43,30.86,LOSS,-15.43,780,0,24.2424,7.8947,-7.8652,56.7797,5.1829,35.9756,0.7501,22,20.4268,0.8571,1
466,TACUSDT,LONG,2026-07-17 23:00:00 UTC,0.00319,0.00262,0.00379,0.00017,0.00229,0.005,14.17,28.35,LOSS,-14.17,779,0,17.7122,6.689,-4.7761,48.7179,5.3292,36.6771,0.7318,23,17.8683,0.8182,0
467,TACUSDT,LONG,2026-07-18 00:00:00 UTC,0.00326,0.00268,0.00379,0.00016,0.00236,0.00504,13.75,27.49,LOSS,-13.75,778,0,16.8459,9.0301,-5.7803,52.2523,4.908,34.0491,0.5532,0,17.7914,0.6364,1
468,TACUSDT,LONG,2026-07-18 01:00:00 UTC,0.00322,0.00269,0.00379,0.00016,0.00238,0.0049,13.05,26.1,LOSS,-13.05,777,0,16.2455,9.1525,-8.7819,48.1818,4.9689,34.1615,0.462,1,16.4596,0.4,0
469,TACUSDT,LONG,2026-07-18 02:00:00 UTC,0.00325,0.00269,0.00379,0.00015,0.00239,0.00497,13.23,26.46,LOSS,-13.23,776,0,16.4875,11.6838,-9.4708,50.9091,4.6154,33.8462,0.419,2,17.2308,0.375,1
470,TACUSDT,LONG,2026-07-18 03:00:00 UTC,0.00323,0.00269,0.00379,0.00015,0.00239,0.00491,12.98,25.95,LOSS,-12.98,775,0,16.6065,10.9966,-11.7486,49.0909,4.644,34.0557,0.3951,3,16.7183,0.1429,0
471,TACUSDT,LONG,2026-07-18 04:00:00 UTC,0.00328,0.00269,0.00379,0.00014,0.0024,0.00502,13.3,26.61,LOSS,-13.3,774,0,15.1408,7.9208,-5.7637,53.6364,4.2683,33.5366,0.3742,4,17.9878,0.6667,1
472,TACUSDT,LONG,2026-07-18 05:00:00 UTC,0.00316,0.00269,0.00379,0.00015,0.0024,0.00467,11.96,23.92,LOSS,-11.96,773,0,12.8571,0.6369,-10.2273,42.7273,4.7468,34.8101,0.3878,5,14.8734,0.8,0
473,TACUSDT,LONG,2026-07-18 06:00:00 UTC,0.00315,0.00269,0.00379,0.00014,0.00241,0.00464,11.79,23.59,LOSS,-11.79,772,0,14.1304,4.3046,-6.8047,41.8182,4.4444,34.9206,0.3914,6,14.6032,0.1,0
474,TACUSDT,LONG,2026-07-18 07:00:00 UTC,0.00331,0.00269,0.00379,0.00015,0.0024,0.00514,13.8,27.59,LOSS,-13.8,771,0,18.638,13.3562,-2.3599,56.3636,4.5317,33.2326,0.3806,7,18.7311,0.7619,1
475,TACUSDT,LONG,2026-07-18 08:00:00 UTC,0.00327,0.00271,0.00379,0.00014,0.00242,0.00498,13.02,26.04,LOSS,-13.02,768,0,15.5477,9.7315,-6.3037,51.8519,4.2813,33.0275,0.3632,8,17.1254,0.4,0
476,TACUSDT,LONG,2026-07-18 09:00:00 UTC,0.00326,0.00271,0.00379,0.00014,0.00243,0.00493,12.79,25.58,LOSS,-12.79,767,0,13.1944,7.5908,4.8232,50.9259,4.2945,33.1288,0.3415,9,16.8712,0.1111,0
477,TACUSDT,LONG,2026-07-18 10:00:00 UTC,0.00349,0.00271,0.00379,0.00015,0.0024,0.00566,15.55,31.1,LOSS,-15.55,768,0,24.6429,17.5084,9.0625,72.2222,4.298,30.9456,0.4486,10,22.3496,0.7419,1
