Trade_ID,Symbol,Side,Entry_Time_UTC,Entry_Unix_ms,Entry_Unix_sec,Exit_Time_UTC,Exit_Unix_ms,Exit_Unix_sec,Entry_Price,Lowest_100_Price,ATR_14,Stop_Loss_Price,Take_Profit_Price,Exit_Price,Position_Size_USDT,Risk_USDT,Target_Reward_USDT,Result,PnL_USDT,PnL_Percent,Holding_Bars
692,TACUSDT,LONG,2026-07-27 09:00:00 UTC,1785142800000,1785142800,2026-07-29 04:59:59 UTC,1785301199999,1785301199,0.00333,0.00317,9e-05,0.00298,0.00403,0.00298,50.0,5.27,10.54,LOSS,-5.27,-10.54,44
693,TACUSDT,LONG,2026-07-27 10:00:00 UTC,1785146400000,1785146400,2026-07-29 03:59:59 UTC,1785297599999,1785297599,0.0033,0.00317,9e-05,0.00299,0.00394,0.00299,50.0,4.78,9.55,LOSS,-4.78,-9.55,42
694,TACUSDT,LONG,2026-07-27 11:00:00 UTC,1785150000000,1785150000,2026-07-29 03:59:59 UTC,1785297599999,1785297599,0.00337,0.00317,9e-05,0.00299,0.00412,0.00299,50.0,5.61,11.22,LOSS,-5.61,-11.22,41
695,TACUSDT,LONG,2026-07-27 12:00:00 UTC,1785153600000,1785153600,2026-07-29 03:59:59 UTC,1785297599999,1785297599,0.00332,0.00317,9e-05,0.00299,0.00396,0.00299,50.0,4.86,9.72,LOSS,-4.86,-9.72,40
696,TACUSDT,LONG,2026-07-27 13:00:00 UTC,1785157200000,1785157200,2026-07-29 03:59:59 UTC,1785297599999,1785297599,0.00333,0.00317,8e-05,0.003,0.004,0.003,50.0,4.99,9.98,LOSS,-4.99,-9.98,39
697,TACUSDT,LONG,2026-07-27 14:00:00 UTC,1785160800000,1785160800,2026-07-29 03:59:59 UTC,1785297599999,1785297599,0.00336,0.00317,8e-05,0.003,0.00409,0.003,50.0,5.39,10.79,LOSS,-5.39,-10.79,38
698,TACUSDT,LONG,2026-07-27 15:00:00 UTC,1785164400000,1785164400,2026-07-29 03:59:59 UTC,1785297599999,1785297599,0.00326,0.00317,9e-05,0.00299,0.00381,0.00299,50.0,4.17,8.35,LOSS,-4.17,-8.35,37
699,TACUSDT,LONG,2026-07-27 16:00:00 UTC,1785168000000,1785168000,2026-07-29 03:59:59 UTC,1785297599999,1785297599,0.00323,0.00317,9e-05,0.00299,0.00371,0.00299,50.0,3.73,7.46,LOSS,-3.73,-7.46,36
700,TACUSDT,LONG,2026-07-27 17:00:00 UTC,1785171600000,1785171600,2026-07-29 03:59:59 UTC,1785297599999,1785297599,0.00325,0.00317,9e-05,0.00299,0.00378,0.00299,50.0,4.07,8.13,LOSS,-4.07,-8.13,35
701,TACUSDT,LONG,2026-07-27 18:00:00 UTC,1785175200000,1785175200,2026-07-29 03:59:59 UTC,1785297599999,1785297599,0.00322,0.00317,9e-05,0.00299,0.00367,0.00299,50.0,3.52,7.05,LOSS,-3.52,-7.05,34
702,TACUSDT,LONG,2026-07-27 19:00:00 UTC,1785178800000,1785178800,2026-07-29 03:59:59 UTC,1785297599999,1785297599,0.0032,0.00317,9e-05,0.003,0.0036,0.003,50.0,3.17,6.33,LOSS,-3.17,-6.33,33
703,TACUSDT,LONG,2026-07-27 20:00:00 UTC,1785182400000,1785182400,2026-07-29 03:59:59 UTC,1785297599999,1785297599,0.00319,0.00316,8e-05,0.003,0.00358,0.003,50.0,3.08,6.15,LOSS,-3.08,-6.15,32
704,TACUSDT,LONG,2026-07-27 21:00:00 UTC,1785186000000,1785186000,2026-07-27 21:59:59 UTC,1785189599999,1785189599,0.00317,0.00316,8e-05,0.003,0.00351,0.003,50.0,2.65,5.3,LOSS,-2.65,-5.3,1
705,TACUSDT,LONG,2026-07-27 22:00:00 UTC,1785189600000,1785189600,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00316,0.003,9e-05,0.00282,0.00383,0.00282,50.0,5.3,10.6,LOSS,-5.3,-10.6,356
706,TACUSDT,LONG,2026-07-27 23:00:00 UTC,1785193200000,1785193200,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00312,0.003,9e-05,0.00282,0.00371,0.00282,50.0,4.75,9.49,LOSS,-4.75,-9.49,355
707,TACUSDT,LONG,2026-07-28 00:00:00 UTC,1785196800000,1785196800,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00314,0.003,9e-05,0.00283,0.00376,0.00283,50.0,4.97,9.93,LOSS,-4.97,-9.93,354
708,TACUSDT,LONG,2026-07-28 01:00:00 UTC,1785200400000,1785200400,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00315,0.003,9e-05,0.00283,0.0038,0.00283,50.0,5.15,10.31,LOSS,-5.15,-10.31,353
709,TACUSDT,LONG,2026-07-28 02:00:00 UTC,1785204000000,1785204000,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00312,0.003,8e-05,0.00283,0.00369,0.00283,50.0,4.6,9.2,LOSS,-4.6,-9.2,352
710,TACUSDT,LONG,2026-07-28 03:00:00 UTC,1785207600000,1785207600,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00316,0.003,9e-05,0.00283,0.00383,0.00283,50.0,5.32,10.63,LOSS,-5.32,-10.63,351
711,TACUSDT,LONG,2026-07-28 04:00:00 UTC,1785211200000,1785211200,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00313,0.003,8e-05,0.00283,0.00373,0.00283,50.0,4.77,9.55,LOSS,-4.77,-9.55,350
712,TACUSDT,LONG,2026-07-28 05:00:00 UTC,1785214800000,1785214800,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00315,0.003,8e-05,0.00283,0.00379,0.00283,50.0,5.07,10.15,LOSS,-5.07,-10.15,349
713,TACUSDT,LONG,2026-07-28 06:00:00 UTC,1785218400000,1785218400,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00313,0.003,8e-05,0.00283,0.00374,0.00283,50.0,4.8,9.61,LOSS,-4.8,-9.61,348
714,TACUSDT,LONG,2026-07-28 07:00:00 UTC,1785222000000,1785222000,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00308,0.003,8e-05,0.00283,0.00359,0.00283,50.0,4.07,8.13,LOSS,-4.07,-8.13,347
715,TACUSDT,LONG,2026-07-28 08:00:00 UTC,1785225600000,1785225600,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.0031,0.003,8e-05,0.00284,0.00363,0.00284,50.0,4.27,8.54,LOSS,-4.27,-8.54,346
716,TACUSDT,LONG,2026-07-28 09:00:00 UTC,1785229200000,1785229200,2026-08-05 14:59:59 UTC,1785941999999,1785941999,0.00308,0.003,8e-05,0.00284,0.00355,0.00355,50.0,3.83,7.66,WIN,7.66,15.31,198
717,TACUSDT,LONG,2026-07-28 10:00:00 UTC,1785232800000,1785232800,2026-08-05 02:59:59 UTC,1785898799999,1785898799,0.00306,0.003,8e-05,0.00285,0.00349,0.00349,50.0,3.5,6.99,WIN,6.99,13.99,185
718,TACUSDT,LONG,2026-07-28 11:00:00 UTC,1785236400000,1785236400,2026-08-05 02:59:59 UTC,1785898799999,1785898799,0.00307,0.003,7e-05,0.00285,0.0035,0.0035,50.0,3.51,7.02,WIN,7.02,14.05,184
719,TACUSDT,LONG,2026-07-28 12:00:00 UTC,1785240000000,1785240000,2026-08-05 02:59:59 UTC,1785898799999,1785898799,0.00307,0.003,7e-05,0.00286,0.0035,0.0035,50.0,3.5,7.0,WIN,7.0,13.99,183
720,TACUSDT,LONG,2026-07-28 13:00:00 UTC,1785243600000,1785243600,2026-08-04 23:59:59 UTC,1785887999999,1785887999,0.00304,0.003,7e-05,0.00286,0.00341,0.00341,50.0,3.04,6.09,WIN,6.09,12.17,179
721,TACUSDT,LONG,2026-07-28 14:00:00 UTC,1785247200000,1785247200,2026-08-04 23:59:59 UTC,1785887999999,1785887999,0.00304,0.003,7e-05,0.00286,0.0034,0.0034,50.0,2.94,5.89,WIN,5.89,11.77,178
722,TACUSDT,LONG,2026-07-28 15:00:00 UTC,1785250800000,1785250800,2026-08-04 23:59:59 UTC,1785887999999,1785887999,0.00305,0.003,7e-05,0.00286,0.00344,0.00344,50.0,3.18,6.36,WIN,6.36,12.72,177
723,TACUSDT,LONG,2026-07-28 16:00:00 UTC,1785254400000,1785254400,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00317,0.003,7e-05,0.00285,0.0038,0.00285,50.0,4.96,9.92,LOSS,-4.96,-9.92,338
724,TACUSDT,LONG,2026-07-28 17:00:00 UTC,1785258000000,1785258000,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00315,0.003,8e-05,0.00285,0.00375,0.00285,50.0,4.76,9.52,LOSS,-4.76,-9.52,337
725,TACUSDT,LONG,2026-07-28 18:00:00 UTC,1785261600000,1785261600,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00314,0.003,7e-05,0.00285,0.00371,0.00285,50.0,4.53,9.06,LOSS,-4.53,-9.06,336
726,TACUSDT,LONG,2026-07-28 19:00:00 UTC,1785265200000,1785265200,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00312,0.003,7e-05,0.00286,0.00363,0.00286,50.0,4.15,8.3,LOSS,-4.15,-8.3,335
727,TACUSDT,LONG,2026-07-28 20:00:00 UTC,1785268800000,1785268800,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00312,0.003,7e-05,0.00286,0.00363,0.00286,50.0,4.09,8.17,LOSS,-4.09,-8.17,334
728,TACUSDT,LONG,2026-07-28 21:00:00 UTC,1785272400000,1785272400,2026-08-11 09:59:59 UTC,1786442399999,1786442399,0.00313,0.003,7e-05,0.00287,0.00365,0.00287,50.0,4.19,8.38,LOSS,-4.19,-8.38,325
729,TACUSDT,LONG,2026-07-28 22:00:00 UTC,1785276000000,1785276000,2026-08-11 08:59:59 UTC,1786438799999,1786438799,0.00311,0.003,7e-05,0.00287,0.00359,0.00287,50.0,3.87,7.74,LOSS,-3.87,-7.74,323
730,TACUSDT,LONG,2026-07-28 23:00:00 UTC,1785279600000,1785279600,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.0031,0.003,7e-05,0.00286,0.00358,0.00286,50.0,3.85,7.71,LOSS,-3.85,-7.71,331
731,TACUSDT,LONG,2026-07-29 00:00:00 UTC,1785283200000,1785283200,2026-08-11 08:59:59 UTC,1786438799999,1786438799,0.00311,0.003,6e-05,0.00287,0.00358,0.00287,50.0,3.82,7.64,LOSS,-3.82,-7.64,321
732,TACUSDT,LONG,2026-07-29 01:00:00 UTC,1785286800000,1785286800,2026-08-05 14:59:59 UTC,1785941999999,1785941999,0.0031,0.003,6e-05,0.00287,0.00355,0.00355,50.0,3.67,7.35,WIN,7.35,14.7,182
733,TACUSDT,LONG,2026-07-29 02:00:00 UTC,1785290400000,1785290400,2026-08-04 23:59:59 UTC,1785887999999,1785887999,0.00304,0.003,6e-05,0.00287,0.00339,0.00339,50.0,2.85,5.71,WIN,5.71,11.41,166
734,TACUSDT,LONG,2026-07-29 03:00:00 UTC,1785294000000,1785294000,2026-07-31 12:59:59 UTC,1785502799999,1785502799,0.00304,0.003,6e-05,0.00287,0.00338,0.00338,50.0,2.78,5.55,WIN,5.55,11.11,58
735,TACUSDT,LONG,2026-07-29 04:00:00 UTC,1785297600000,1785297600,2026-07-30 13:59:59 UTC,1785419999999,1785419999,0.00299,0.00298,6e-05,0.00285,0.00326,0.00326,50.0,2.28,4.55,WIN,4.55,9.11,34
736,TACUSDT,LONG,2026-07-29 05:00:00 UTC,1785301200000,1785301200,2026-08-04 23:59:59 UTC,1785887999999,1785887999,0.00302,0.00293,6e-05,0.00281,0.00344,0.00344,50.0,3.49,6.99,WIN,6.99,13.97,163
737,TACUSDT,LONG,2026-07-29 06:00:00 UTC,1785304800000,1785304800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00307,0.00293,6e-05,0.00281,0.0036,0.00281,50.0,4.3,8.6,LOSS,-4.3,-8.6,370
738,TACUSDT,LONG,2026-07-29 07:00:00 UTC,1785308400000,1785308400,2026-08-05 02:59:59 UTC,1785898799999,1785898799,0.00303,0.00293,6e-05,0.00281,0.00348,0.00348,50.0,3.66,7.33,WIN,7.33,14.65,164
739,TACUSDT,LONG,2026-07-29 08:00:00 UTC,1785312000000,1785312000,2026-08-05 02:59:59 UTC,1785898799999,1785898799,0.00304,0.00293,6e-05,0.00281,0.00349,0.00349,50.0,3.7,7.4,WIN,7.4,14.81,163
740,TACUSDT,LONG,2026-07-29 09:00:00 UTC,1785315600000,1785315600,2026-08-04 23:59:59 UTC,1785887999999,1785887999,0.00302,0.00293,6e-05,0.00282,0.00344,0.00344,50.0,3.43,6.86,WIN,6.86,13.72,159
741,TACUSDT,LONG,2026-07-29 10:00:00 UTC,1785319200000,1785319200,2026-08-04 23:59:59 UTC,1785887999999,1785887999,0.00302,0.00293,6e-05,0.00282,0.0034,0.0034,50.0,3.21,6.43,WIN,6.43,12.85,158
742,TACUSDT,LONG,2026-07-29 11:00:00 UTC,1785322800000,1785322800,2026-08-04 23:59:59 UTC,1785887999999,1785887999,0.00301,0.00293,5e-05,0.00282,0.00339,0.00339,50.0,3.14,6.29,WIN,6.29,12.58,157
743,TACUSDT,LONG,2026-07-29 12:00:00 UTC,1785326400000,1785326400,2026-08-04 23:59:59 UTC,1785887999999,1785887999,0.00302,0.00293,5e-05,0.00283,0.00342,0.00342,50.0,3.25,6.5,WIN,6.5,12.99,156
744,TACUSDT,LONG,2026-07-29 13:00:00 UTC,1785330000000,1785330000,2026-08-05 02:59:59 UTC,1785898799999,1785898799,0.00305,0.00293,5e-05,0.00283,0.00349,0.00349,50.0,3.59,7.17,WIN,7.17,14.34,158
745,TACUSDT,LONG,2026-07-29 14:00:00 UTC,1785333600000,1785333600,2026-08-05 02:59:59 UTC,1785898799999,1785898799,0.00306,0.00293,5e-05,0.00283,0.00351,0.00351,50.0,3.72,7.43,WIN,7.43,14.87,157
746,TACUSDT,LONG,2026-07-29 15:00:00 UTC,1785337200000,1785337200,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00308,0.00293,5e-05,0.00283,0.00358,0.00283,50.0,4.04,8.08,LOSS,-4.04,-8.08,315
747,TACUSDT,LONG,2026-07-29 16:00:00 UTC,1785340800000,1785340800,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00314,0.00293,5e-05,0.00283,0.00377,0.00283,50.0,4.98,9.96,LOSS,-4.98,-9.96,314
748,TACUSDT,LONG,2026-07-29 17:00:00 UTC,1785344400000,1785344400,2026-08-13 14:59:59 UTC,1786633199999,1786633199,0.00317,0.00293,6e-05,0.00282,0.00386,0.00282,50.0,5.46,10.92,LOSS,-5.46,-10.92,358
749,TACUSDT,LONG,2026-07-29 18:00:00 UTC,1785348000000,1785348000,2026-08-13 14:59:59 UTC,1786633199999,1786633199,0.00318,0.00293,6e-05,0.00282,0.00389,0.00282,50.0,5.58,11.16,LOSS,-5.58,-11.16,357
750,TACUSDT,LONG,2026-07-29 19:00:00 UTC,1785351600000,1785351600,2026-08-13 14:59:59 UTC,1786633199999,1786633199,0.00318,0.00293,6e-05,0.00282,0.00391,0.00282,50.0,5.69,11.39,LOSS,-5.69,-11.39,356
751,TACUSDT,LONG,2026-07-29 20:00:00 UTC,1785355200000,1785355200,2026-08-13 14:59:59 UTC,1786633199999,1786633199,0.00316,0.00293,6e-05,0.00282,0.00385,0.00282,50.0,5.44,10.88,LOSS,-5.44,-10.88,355
752,TACUSDT,LONG,2026-07-29 21:00:00 UTC,1785358800000,1785358800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00311,0.00293,6e-05,0.00281,0.00369,0.00281,50.0,4.71,9.41,LOSS,-4.71,-9.41,355
753,TACUSDT,LONG,2026-07-29 22:00:00 UTC,1785362400000,1785362400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00314,0.00293,6e-05,0.00282,0.00379,0.00282,50.0,5.19,10.37,LOSS,-5.19,-10.37,354
754,TACUSDT,LONG,2026-07-29 23:00:00 UTC,1785366000000,1785366000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00311,0.00293,6e-05,0.00282,0.00371,0.00282,50.0,4.77,9.54,LOSS,-4.77,-9.54,353
755,TACUSDT,LONG,2026-07-30 00:00:00 UTC,1785369600000,1785369600,2026-08-13 14:59:59 UTC,1786633199999,1786633199,0.0031,0.00293,6e-05,0.00282,0.00366,0.00282,50.0,4.51,9.01,LOSS,-4.51,-9.01,351
756,TACUSDT,LONG,2026-07-30 01:00:00 UTC,1785373200000,1785373200,2026-08-13 14:59:59 UTC,1786633199999,1786633199,0.00307,0.00293,6e-05,0.00282,0.00357,0.00282,50.0,4.04,8.09,LOSS,-4.04,-8.09,350
757,TACUSDT,LONG,2026-07-30 02:00:00 UTC,1785376800000,1785376800,2026-08-13 14:59:59 UTC,1786633199999,1786633199,0.0031,0.00293,6e-05,0.00282,0.00367,0.00282,50.0,4.57,9.15,LOSS,-4.57,-9.15,349
758,TACUSDT,LONG,2026-07-30 03:00:00 UTC,1785380400000,1785380400,2026-08-05 14:59:59 UTC,1785941999999,1785941999,0.00307,0.00293,6e-05,0.00282,0.00356,0.00356,50.0,4.01,8.03,WIN,8.03,16.05,156
759,TACUSDT,LONG,2026-07-30 04:00:00 UTC,1785384000000,1785384000,2026-08-13 14:59:59 UTC,1786633199999,1786633199,0.0031,0.00293,6e-05,0.00282,0.00365,0.00282,50.0,4.45,8.9,LOSS,-4.45,-8.9,347
760,TACUSDT,LONG,2026-07-30 05:00:00 UTC,1785387600000,1785387600,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00309,0.00293,6e-05,0.00282,0.00361,0.00282,50.0,4.26,8.51,LOSS,-4.26,-8.51,301
761,TACUSDT,LONG,2026-07-30 06:00:00 UTC,1785391200000,1785391200,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00309,0.00293,5e-05,0.00282,0.00363,0.00282,50.0,4.35,8.7,LOSS,-4.35,-8.7,300
762,TACUSDT,LONG,2026-07-30 07:00:00 UTC,1785394800000,1785394800,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00308,0.00293,5e-05,0.00283,0.00359,0.00283,50.0,4.12,8.25,LOSS,-4.12,-8.25,299
763,TACUSDT,LONG,2026-07-30 08:00:00 UTC,1785398400000,1785398400,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00309,0.00293,5e-05,0.00283,0.00361,0.00283,50.0,4.21,8.41,LOSS,-4.21,-8.41,298
764,TACUSDT,LONG,2026-07-30 09:00:00 UTC,1785402000000,1785402000,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00311,0.00293,5e-05,0.00283,0.00369,0.00283,50.0,4.62,9.24,LOSS,-4.62,-9.24,297
765,TACUSDT,LONG,2026-07-30 10:00:00 UTC,1785405600000,1785405600,2026-08-11 17:59:59 UTC,1786471199999,1786471199,0.00316,0.00293,5e-05,0.00283,0.00382,0.00283,50.0,5.25,10.49,LOSS,-5.25,-10.49,296
766,TACUSDT,LONG,2026-07-30 11:00:00 UTC,1785409200000,1785409200,2026-08-13 14:59:59 UTC,1786633199999,1786633199,0.0032,0.00293,6e-05,0.00282,0.00395,0.00282,50.0,5.88,11.76,LOSS,-5.88,-11.76,340
767,TACUSDT,LONG,2026-07-30 12:00:00 UTC,1785412800000,1785412800,2026-08-13 14:59:59 UTC,1786633199999,1786633199,0.00323,0.00293,6e-05,0.00282,0.00403,0.00282,50.0,6.26,12.52,LOSS,-6.26,-12.52,339
768,TACUSDT,LONG,2026-07-30 13:00:00 UTC,1785416400000,1785416400,2026-08-13 14:59:59 UTC,1786633199999,1786633199,0.00322,0.00293,6e-05,0.00282,0.00402,0.00282,50.0,6.21,12.43,LOSS,-6.21,-12.43,338
769,TACUSDT,LONG,2026-07-30 14:00:00 UTC,1785420000000,1785420000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.0033,0.00293,6e-05,0.00281,0.00428,0.00281,50.0,7.39,14.78,LOSS,-7.39,-14.78,338
770,TACUSDT,LONG,2026-07-30 15:00:00 UTC,1785423600000,1785423600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00325,0.00293,6e-05,0.00281,0.00413,0.00281,50.0,6.76,13.52,LOSS,-6.76,-13.52,337
771,TACUSDT,LONG,2026-07-30 16:00:00 UTC,1785427200000,1785427200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00328,0.00293,7e-05,0.0028,0.00422,0.0028,50.0,7.24,14.48,LOSS,-7.24,-14.48,336
772,TACUSDT,LONG,2026-07-30 17:00:00 UTC,1785430800000,1785430800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00323,0.00293,7e-05,0.0028,0.0041,0.0028,50.0,6.7,13.41,LOSS,-6.7,-13.41,335
773,TACUSDT,LONG,2026-07-30 18:00:00 UTC,1785434400000,1785434400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00325,0.00293,6e-05,0.0028,0.00414,0.0028,50.0,6.85,13.69,LOSS,-6.85,-13.69,334
774,TACUSDT,LONG,2026-07-30 19:00:00 UTC,1785438000000,1785438000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00326,0.00293,6e-05,0.00281,0.00417,0.00281,50.0,6.98,13.97,LOSS,-6.98,-13.97,333
775,TACUSDT,LONG,2026-07-30 20:00:00 UTC,1785441600000,1785441600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00323,0.00293,6e-05,0.00281,0.00408,0.00281,50.0,6.57,13.13,LOSS,-6.57,-13.13,332
776,TACUSDT,LONG,2026-07-30 21:00:00 UTC,1785445200000,1785445200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00322,0.00293,6e-05,0.00281,0.00403,0.00281,50.0,6.34,12.67,LOSS,-6.34,-12.67,331
777,TACUSDT,LONG,2026-07-30 22:00:00 UTC,1785448800000,1785448800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00325,0.00293,6e-05,0.00281,0.00411,0.00281,50.0,6.67,13.34,LOSS,-6.67,-13.34,330
778,TACUSDT,LONG,2026-07-30 23:00:00 UTC,1785452400000,1785452400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00314,0.00293,7e-05,0.0028,0.0038,0.0028,50.0,5.3,10.59,LOSS,-5.3,-10.59,329
779,TACUSDT,LONG,2026-07-31 00:00:00 UTC,1785456000000,1785456000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00317,0.00293,7e-05,0.0028,0.0039,0.0028,50.0,5.81,11.62,LOSS,-5.81,-11.62,328
780,TACUSDT,LONG,2026-07-31 01:00:00 UTC,1785459600000,1785459600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00324,0.00293,8e-05,0.00278,0.00416,0.00278,50.0,7.1,14.19,LOSS,-7.1,-14.19,327
781,TACUSDT,LONG,2026-07-31 02:00:00 UTC,1785463200000,1785463200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00325,0.00293,7e-05,0.00279,0.00417,0.00279,50.0,7.12,14.25,LOSS,-7.12,-14.25,326
782,TACUSDT,LONG,2026-07-31 03:00:00 UTC,1785466800000,1785466800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00327,0.00293,7e-05,0.00279,0.00424,0.00279,50.0,7.38,14.75,LOSS,-7.38,-14.75,325
783,TACUSDT,LONG,2026-07-31 04:00:00 UTC,1785470400000,1785470400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00329,0.00293,7e-05,0.00279,0.00429,0.00279,50.0,7.59,15.17,LOSS,-7.59,-15.17,324
784,TACUSDT,LONG,2026-07-31 05:00:00 UTC,1785474000000,1785474000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00328,0.00293,7e-05,0.00279,0.00425,0.00279,50.0,7.39,14.78,LOSS,-7.39,-14.78,323
785,TACUSDT,LONG,2026-07-31 06:00:00 UTC,1785477600000,1785477600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00332,0.00293,7e-05,0.00279,0.00438,0.00279,50.0,8.02,16.04,LOSS,-8.02,-16.04,322
786,TACUSDT,LONG,2026-07-31 07:00:00 UTC,1785481200000,1785481200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00333,0.00293,7e-05,0.00279,0.00441,0.00279,50.0,8.11,16.21,LOSS,-8.11,-16.21,321
787,TACUSDT,LONG,2026-07-31 08:00:00 UTC,1785484800000,1785484800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00334,0.00293,7e-05,0.00279,0.00443,0.00279,50.0,8.19,16.38,LOSS,-8.19,-16.38,320
788,TACUSDT,LONG,2026-07-31 09:00:00 UTC,1785488400000,1785488400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00333,0.00293,7e-05,0.00279,0.00441,0.00279,50.0,8.07,16.13,LOSS,-8.07,-16.13,319
789,TACUSDT,LONG,2026-07-31 10:00:00 UTC,1785492000000,1785492000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00332,0.00293,7e-05,0.0028,0.00437,0.0028,50.0,7.89,15.78,LOSS,-7.89,-15.78,318
790,TACUSDT,LONG,2026-07-31 11:00:00 UTC,1785495600000,1785495600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.0033,0.00293,7e-05,0.0028,0.0043,0.0028,50.0,7.59,15.17,LOSS,-7.59,-15.17,317
791,TACUSDT,LONG,2026-07-31 12:00:00 UTC,1785499200000,1785499200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00335,0.00293,7e-05,0.0028,0.00446,0.0028,50.0,8.26,16.52,LOSS,-8.26,-16.52,316
792,TACUSDT,LONG,2026-07-31 13:00:00 UTC,1785502800000,1785502800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.0033,0.00293,7e-05,0.00279,0.00434,0.00279,50.0,7.82,15.64,LOSS,-7.82,-15.64,315
793,TACUSDT,LONG,2026-07-31 14:00:00 UTC,1785506400000,1785506400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00325,0.00293,7e-05,0.00278,0.00417,0.00278,50.0,7.11,14.23,LOSS,-7.11,-14.23,314
794,TACUSDT,LONG,2026-07-31 15:00:00 UTC,1785510000000,1785510000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00323,0.00293,7e-05,0.00279,0.00412,0.00279,50.0,6.84,13.68,LOSS,-6.84,-13.68,313
795,TACUSDT,LONG,2026-07-31 16:00:00 UTC,1785513600000,1785513600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00323,0.00293,7e-05,0.00279,0.0041,0.00279,50.0,6.74,13.48,LOSS,-6.74,-13.48,312
796,TACUSDT,LONG,2026-07-31 17:00:00 UTC,1785517200000,1785517200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00322,0.00293,7e-05,0.00279,0.00407,0.00279,50.0,6.61,13.23,LOSS,-6.61,-13.23,311
797,TACUSDT,LONG,2026-07-31 18:00:00 UTC,1785520800000,1785520800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00324,0.00293,7e-05,0.0028,0.00413,0.0028,50.0,6.84,13.68,LOSS,-6.84,-13.68,310
798,TACUSDT,LONG,2026-07-31 19:00:00 UTC,1785524400000,1785524400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00322,0.00293,7e-05,0.0028,0.00405,0.0028,50.0,6.48,12.96,LOSS,-6.48,-12.96,309
799,TACUSDT,LONG,2026-07-31 20:00:00 UTC,1785528000000,1785528000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00325,0.00293,7e-05,0.0028,0.00415,0.0028,50.0,6.89,13.78,LOSS,-6.89,-13.78,308
