trade_id,target,pnl_usdt,risk_usdt,reward_usdt,trend_100b_pct,trend_50b_pct,trend_20b_pct,stoch_pos_pct,norm_atr_pct,volatility_range_pct,volume_ratio,entry_hour,dist_to_100low_pct,last_bar_body_ratio,last_bar_is_bullish
12,0,-1.5005528774297983,1.5005528774297983,3.0011057548595965,-5.916585838991271,-3.5785288270377746,-2.250587840107498,15.699658703071668,0.7101748705569444,10.06872852233678,1.1508871535648988,10,1.5807560137457057,0.6428571428571296,1
13,0,-1.769014631216913,1.769014631216913,3.538029262433826,-5.147296859825195,-3.0443414956982155,-0.8460236886632921,21.160409556314118,0.7095477822763703,10.013670539986338,1.0683554322724378,10,2.1189336978810807,0.9090909090908983,1
14,0,-1.2495005567632065,1.2495005567632065,2.499001113526413,-6.199285946121382,-4.9342105263157885,-2.166553825321592,9.556313993174136,0.7654065042044196,10.131396957123108,1.1693892215129047,10,0.9681881051175742,0.9000000000000076,0
15,0,-1.7502380854123503,1.7502380854123503,3.5004761708247005,-5.476344782890482,-4.548429319371735,-1.1856368563685742,18.088737201365202,0.8417704817099115,10.044566335275979,1.1947508524445687,10,1.8169352074048715,0.44642857142856823,1
16,0,-2.1596341972342223,2.1596341972342223,4.319268394468445,-5.795709253922502,-3.5409836065573774,-0.6752194463200412,26.279863481228727,0.8505556525215325,9.962597755865362,1.1713556551877151,11,2.618157089425374,0.8064516129032294,1
17,0,-2.4844130319812634,2.4844130319812634,4.968826063962527,-4.916452442159394,-2.4076517150395826,0.4412763068567547,32.42320819112626,0.8791409806125562,9.901993916863816,1.1551684653403747,11,3.2105441027374124,0.4615384615384564,1
18,0,-2.4883667012843484,2.4883667012843484,4.976733402568697,-5.670595731124555,-1.7258546299369386,0.6800408024481486,32.76450511945394,0.8667450796627214,9.898648648648658,1.091616615261505,11,3.243243243243249,0.095238095238109,1
19,0,-2.272343561622512,2.272343561622512,4.544687123245024,-5.694177863083806,-1.667778519012665,0.2380142808568535,28.327645051194573,0.8641318208692015,9.942314217848669,1.0521505812252685,11,2.816423481506623,0.521739130434776,0
20,0,-2.727061510482923,2.727061510482923,5.454123020965846,-4.77564102564102,-1.0326449033977276,2.096219931271488,37.20136518771333,0.8938963574388545,9.855364951227726,1.1331733082348723,12,3.6663303060881316,0.5853658536585369,1
21,0,-2.5389154320127014,2.5389154320127014,5.077830864025403,-5.156950672645744,-1.1352253756260349,1.9979331725800857,33.10580204778164,0.9009552834142488,9.8953056399865,1.2427700408462297,12,3.275920297196903,0.4285714285714264,0
22,0,-2.366763608570097,2.366763608570097,4.733527217140194,-5.690537084398983,-1.6666666666666712,1.2701682114658477,29.692832764505184,0.8926870243613464,9.928837682141657,1.341939835161889,12,2.9481531684174946,0.5000000000000099,0
23,0,-2.675472638662208,2.675472638662208,5.350945277324416,-5.3537284894837525,-1.0000000000000027,2.1320495185694632,36.177474402730404,0.8909608541504175,9.865319865319876,1.2680579471124154,12,3.569023569023576,0.7037037037036977,1
24,0,-2.5912724828712985,2.5912724828712985,5.182544965742597,-5.451067899266819,-1.0343677010343748,2.205375603032385,35.915492957746466,0.8717849575847135,9.575185434929212,1.2066559057967203,13,3.4389750505731653,0.2222222222222249,0
25,0,-2.493105318401338,2.493105318401338,4.986210636802676,-5.552010210593494,-1.2345679012345725,2.4221453287197146,33.80281690140846,0.8714836967797145,9.594594594594607,1.1061490639709464,13,3.243243243243249,0.2399999999999986,0
26,0,-2.333398486548673,2.333398486548673,4.666796973097346,-5.263157894736832,-1.4028056112224427,2.1099965409892874,30.985915492957844,0.8428835813996178,9.620596205962073,1.066342068389273,13,2.9810298102981165,0.6153846153845974,0
27,0,-2.286065264070094,2.286065264070094,4.572130528140188,-5.656759348034504,-1.4686248331108067,2.71398747390398,31.18279569892481,0.8119886798613489,9.454422229752632,1.0021322007308646,13,2.9481531684174946,0.0,0
28,0,-2.137039991396559,2.137039991396559,4.274079982793118,-6.124401913875608,-1.1420893516963446,2.15203054494967,28.519855595667863,0.7948721354672329,9.41216445803603,0.9868798334411846,14,2.68433571185865,0.5000000000000135,0
29,0,-2.1052494180548003,2.1052494180548003,4.2104988361096005,-5.73901891631933,-1.8036072144288655,1.4492753623188384,29.213483146067524,0.7796205941254946,9.075458871515986,1.0178069410138555,14,2.6512576478586123,0.1764705882352911,0
30,0,-1.7212711554617601,1.7212711554617601,3.4425423109235203,-6.048906048906056,-2.2103148024112556,0.6202618883528527,20.610687022900844,0.795979860053943,8.9787525702536,0.9085436142469852,14,1.8505825908156348,0.8148148148148231,0
31,0,-1.5732621504979436,1.5732621504979436,3.146524300995887,-5.977382875605825,-2.773137320414306,0.0,18.852459016393432,0.7828841436250918,8.384879725085922,0.7888723432169865,14,1.5807560137457057,0.4705882352941387,0
32,0,-1.3242567465258215,1.3242567465258215,2.648513493051643,-6.73976136730087,-3.0506201810258107,-1.2969283276450458,11.475409836065662,0.8401626939670331,8.437067773167369,0.8487722019261905,15,0.9681881051175742,0.40909090909090234,0
33,0,-1.4316956680071162,1.4316956680071162,2.8633913360142325,-6.118484946584666,-2.553763440860219,0.3460207612456606,13.991769547325166,0.8450842118304396,8.38509316770187,0.8724301268874117,15,1.1732229123533533,0.2962962962962862,1
34,0,-1.4802033719725372,1.4802033719725372,2.9604067439450743,-5.5934959349593445,-2.6818638954073006,-0.47994514912580355,17.04035874439473,0.8254824898222897,7.684355616815992,0.8882711593092744,15,1.3094417643004916,0.29411764705883553,1
35,0,-1.2743448650308065,1.2743448650308065,2.548689730061613,-5.337262606417811,-2.8888142425260375,-1.7335146159075547,11.682242990654327,0.8416691987102728,7.407407407407415,0.9165602189800205,15,0.865351332641062,0.3793103448275924,0
36,0,-1.0462253439990494,1.0462253439990494,2.092450687998099,-5.8303308221421615,-3.4911043974488063,-2.8387968908414964,5.365853658536655,0.8549209961729615,7.130434782608706,0.9890419739744547,16,0.3826086956521794,0.5000000000000078,0
37,0,-1.6487010629939625,1.6487010629939625,3.297402125987925,-4.377880184331793,-2.6148172980221234,-1.8912529550827444,20.000000000000085,0.9430212006875932,7.056798623063694,1.35349453386734,16,1.411359724612745,0.46875000000000255,1
38,0,-1.337291300915256,1.337291300915256,2.674582601830512,-3.025210084033621,-3.382451440053582,-2.137042062415201,10.243902439024465,0.9733398277783358,7.10571923743502,1.3676854564050593,16,0.7279029462738366,0.5405405405405399,0
39,0,-1.1843962024138852,1.1843962024138852,2.3687924048277704,-5.546439120446337,-3.2279757901815787,-3.1302591719959674,6.341463414634132,0.9584664144403023,7.125477928397649,1.4495951290629436,16,0.4518595759471669,0.3333333333333333,0
40,0,-0.9632041263703006,0.9632041263703006,1.9264082527406012,-4.848887412819657,-4.02010050251256,-3.2421479229989925,0.975609756097689,0.9283122910597588,7.152826238660165,1.5838060189216108,17,0.06978367062108394,0.9230769230769128,0
41,1,1.908436812895252,0.954218406447626,1.908436812895252,-4.690618762475053,-3.762176687940884,-2.88135593220339,1.4563106796116332,0.9018806534818186,7.187718073970692,1.5997649546466903,17,0.10467550593161078,0.06250000000000847,0
42,0,-1.289390504358738,1.289390504358738,2.578781008717476,-5.171838505171845,-4.534766543500172,-4.309764309764312,7.7235772357723205,0.9551188646683828,8.655876143560876,1.5836600543167767,17,0.668543279380715,0.5454545454545463,0
43,0,-1.388653200973727,1.388653200973727,2.777306401947454,-4.682274247491637,-3.5532994923857886,-3.910991233985158,10.569105691056897,0.9323527446732717,8.634608634608638,1.6002284552109713,17,0.9126009126009119,0.4210526315789498,1
44,0,-1.4833628832557657,1.4833628832557657,2.9667257665115314,-4.925124792013301,-3.2836831415030425,-3.4797297297297227,13.821138211382177,0.8883331317681875,8.61043052152608,1.548560743188073,18,1.1900595029751548,0.8000000000000174,1
45,0,-1.484394202914181,1.484394202914181,2.968788405828362,-4.986702127659574,-3.1842818428184394,-3.1842818428184394,14.227642276422706,0.8720778978057145,8.607417774667605,1.5129893881855236,18,1.2246326102169307,0.052631578947352806,1
46,0,-1.4426016854611141,1.4426016854611141,2.8852033709222282,-4.577347143334446,-3.5786630654962783,-3.2520325203252085,13.821138211382177,0.8475719339735361,8.61043052152608,1.4579736559790135,18,1.1900595029751548,0.1333333333333237,0
47,0,-1.3268801141983366,1.3268801141983366,2.6537602283966732,-5.123087159015305,-3.190767141887302,-3.0920829085966677,11.788617886178834,0.8184649669332571,8.625525946704071,0.9922067158534374,18,1.0168302945301524,0.4166666666666908,0
48,0,-1.269308448972868,1.269308448972868,2.538616897945736,-5.12820512820513,-3.1281876912614783,-3.095238095238093,10.975609756097601,0.7956242384465526,8.631578947368425,0.9195432516684368,19,0.9473684210526356,0.21428571428570986,0
49,0,-1.213329605599033,1.213329605599033,2.426659211198066,-5.664127194435249,-3.1621897313838896,-2.4657534246575348,10.162601626016194,0.7744251112170131,8.637640449438207,0.8669035609583862,19,0.8778089887640397,0.14285714285716497,0
50,0,-1.349375351710057,1.349375351710057,2.698750703420114,-5.019946808510627,-1.821305841924387,-1.821305841924387,13.821138211382177,0.7543456002224779,8.61043052152608,0.7890605845182601,19,1.1900595029751548,0.600000000000029,1
51,0,-1.5315727216517254,1.5315727216517254,3.063145443303451,-4.0133779264214,-1.136755080950742,-0.7607192254495119,18.699186991869922,0.7298996648375007,8.574416172882541,0.7447503821323977,19,1.603346113628443,1.0,1
52,0,-1.463029244093983,1.463029244093983,2.926058488187966,-4.723885562208922,-1.6821146584277378,-1.2413793103448278,17.88617886178869,0.6956766106792632,8.580397628182773,0.5217566714526374,20,1.5347052668294454,0.7142857142857408,0
53,0,-1.6467690291629842,1.6467690291629842,3.2935380583259684,-4.890945142101788,-1.0316368638239366,-0.8611780916293585,21.951219512195028,0.7082914483496405,8.550573514077168,0.5380226051397196,20,1.8769551616266873,0.4230769230769128,1
54,0,-1.5248745698294455,1.5248745698294455,3.049749139658891,-4.872389791183294,-1.1026878015161925,-0.7263922518159721,19.512195121951155,0.688928906297579,8.568443051201676,0.5430354869905606,20,1.671891327063736,0.5833333333333093,0
55,0,-1.3844995403467784,1.3844995403467784,2.7689990806935567,-4.915310528063756,-0.9342560553633257,-0.4173913043478212,16.66666666666658,0.6687174174417526,8.589385474860341,0.4946108281165189,20,1.431564245810049,0.7272727272727237,0
56,0,-1.4489291163220503,1.4489291163220503,2.8978582326441007,-4.905535299966859,-0.7609823590453091,-1.2392426850258178,18.699186991869922,0.6472560595078263,8.574416172882541,0.46735503629602404,21,1.603346113628443,0.4545454545454689,1
57,0,-1.4519838041678312,1.4519838041678312,2.9039676083356625,-4.840848806366043,-0.13917884481557632,-0.5199306759098725,19.105691056910626,0.6331684731573767,8.571428571428577,0.5290232572563494,21,1.6376306620209118,0.07692307692308718,1
58,0,-1.479874589366558,1.479874589366558,2.959749178733116,-4.583194951843231,-0.27768136063865884,-0.17373175816538555,20.325203252032566,0.6097040359380864,8.562478245736168,0.5320544129082952,21,1.7403411068569483,0.3333333333333333,1
59,0,-1.4134301657683535,1.4134301657683535,2.826860331536707,-5.191798941798941,-1.0697032436162794,0.06980802792322043,18.699186991869922,0.6117571089541297,8.574416172882541,0.557571273824209,21,1.603346113628443,0.3333333333333333,0
60,0,-1.4314759804047326,1.4314759804047326,2.862951960809465,-4.810882548108831,-1.1371467953135783,0.13961605584642572,19.105691056910626,0.6126606493942797,8.571428571428577,0.5871423078491539,22,1.6376306620209118,0.0,0
61,0,-1.6322585711534807,1.6322585711534807,3.2645171423069614,-4.379562043795627,-0.9621993127147702,1.407459535538357,23.98373983739837,0.6086638452686771,8.53573907009022,0.624129603119587,22,2.047189451769605,0.7058823529411644,1
62,0,-1.604209838519271,1.604209838519271,3.208419677038542,-4.605699138502313,-1.740614334470984,1.0175438596491209,23.577235772357668,0.5976149062041021,8.53870183963902,0.7083015286730511,22,2.013189864630333,0.2307692307692282,0
63,0,-1.5838367402703006,1.5838367402703006,3.1676734805406013,-4.698874917273321,-0.3460207612456756,0.8050402520126012,23.577235772357668,0.5772418079551314,8.53870183963902,0.6350942766723158,22,2.013189864630333,0.11111111111107363,0
64,0,-1.5985193358442025,1.5985193358442025,3.197038671688405,-5.1644736842105265,-1.1655810764483971,0.874737578726392,24.390243902439078,0.5579366095174552,8.532778355879296,0.6599476234866642,23,2.081165452653491,0.22222222222225435,1
65,0,-1.727304101104529,1.727304101104529,3.454608202209058,-5.333769633507852,-1.665533650577838,1.295518207282918,27.642276422764176,0.5512404553072272,8.509166378415777,0.6783927319132828,23,2.352127291594601,0.7142857142857099,1
66,0,-1.736743480335203,1.736743480335203,3.473486960670406,-5.278688524590168,-2.365664075701242,1.297335203366064,28.048780487804887,0.5437974222439123,8.506224066390047,0.731294666025327,23,2.3858921161825744,0.153846153846141,0
67,0,-1.8656307361251745,1.8656307361251745,3.731261472250349,-4.320580474934038,-2.0263424518743722,1.8252018252018238,31.300813008129992,0.5380445292286241,8.48275862068966,0.7524271693456631,23,2.655172413793097,0.6428571428571296,1
68,0,-1.9659885643476354,1.9659885643476354,3.9319771286952707,-3.5844673083305683,-1.4586160108548192,2.0014044943820295,38.785046728972006,0.5379087295231336,7.364074328974543,0.8204165295030929,0,2.8561596696490077,0.3125000000000068,1
69,0,-1.958409975991859,1.958409975991859,3.916819951983718,-3.1354236157438256,-2.2551329518680654,1.6450822541126964,42.18749999999998,0.5637818768183034,6.61157024793388,0.9080316407866311,0,2.7892561983471045,0.07692307692308718,0
70,0,-2.7481674684581066,2.7481674684581066,5.496334936916213,-1.8321119253830755,-0.4728132387706897,2.682926829268286,66.66666666666666,0.6443330605856948,6.311503223617238,1.0286960630923654,0,4.2076688157448245,0.811320754716981,1
71,0,-2.552568602679451,2.552568602679451,5.105137205358902,-1.969949916527547,-0.4745762711864449,2.5139664804469284,60.21505376344094,0.6445617883693983,6.337308347529811,1.0312608595848507,0,3.816013628620106,0.6111111111111125,0
72,0,-2.5890609509684555,2.5890609509684555,5.178121901936911,-2.0333333333333288,-1.0437710437710361,2.1195274496178,61.82795698924737,0.6319472681910533,6.330837304288631,0.9380012917256003,1,3.914227365554802,0.28571428571429014,1
73,0,-3.094433866851775,3.094433866851775,6.18886773370355,-1.0333333333333405,0.10114632501685653,3.4494773519163657,80.44692737430174,0.6677402369225549,6.033029996629589,0.978372082730199,1,4.853387259858444,0.8611111111111047,1
74,0,-2.6175567943134586,2.6175567943134586,5.235113588626917,-2.068735402068735,-0.8445945945945894,2.5148445686343,62.56983240223474,0.7095499800034033,6.0988074957410525,0.9626047484331813,1,3.816013628620106,0.9696969696969657,0
75,0,-2.7852021987932742,2.7852021987932742,5.5704043975865485,-1.7684351017684383,-0.2710027100271068,2.614151272220285,68.71508379888263,0.6976258240478583,6.076035302104546,0.9706952051627891,1,4.17515274949083,0.5294117647058734,1
76,0,-2.7896598061941527,2.7896598061941527,5.579319612388305,-1.6700066800267244,-0.2710027100271068,2.578397212543549,68.15642458100571,0.7183525056848137,6.078098471986414,0.9593410776101217,2,4.142614601018681,0.06896551724137363,0
77,0,-2.9611342924859394,2.9611342924859394,5.922268584971879,-1.3017356475300392,0.4757050628610304,2.9237730595196614,73.74301675977667,0.727631754414868,6.0575296108291,0.89646081052837,2,4.467005076142137,0.4615384615384564,1
78,0,-2.8951793903853913,2.8951793903853913,5.790358780770783,-0.8733624454148466,0.374149659863951,2.9298918730380143,73.71428571428591,0.7102200407918884,5.928184281842812,0.8206832644302241,2,4.369918699186998,0.28571428571429014,0
79,0,-2.9348396550703026,2.9348396550703026,5.869679310140605,-1.3360053440213795,1.1643835616438418,2.9627047751829907,76.00000000000001,0.6851779500635398,5.920162381596747,0.6855930192493476,2,4.4993234100135275,0.1818181818181639,1
80,0,-2.7311785414553063,2.7311785414553063,5.4623570829106125,-1.3730743469524382,1.2027491408934814,2.1859819569743277,68.57142857142858,0.6924425577651981,5.9463132857628205,0.6165130488602211,3,4.07747196738022,0.4999999999999901,0
81,0,-2.842425177180115,2.842425177180115,5.68485035436023,-1.4032743067156679,2.040110650069157,2.500868357068427,72.57142857142863,0.6898828042987573,5.932203389830502,0.6167904737800959,3,4.30508474576271,0.40000000000001734,1
82,0,-2.7372545608745433,2.7372545608745433,5.474509121749087,-1.273885350318466,1.551724137931046,2.256944444444443,69.71428571428588,0.6659472603652035,5.942275042444814,0.6228912251665178,3,4.142614601018681,0.4999999999999783,0
83,0,-2.655388504933957,2.655388504933957,5.310777009867914,-1.209677419354839,1.2745435756114263,1.9771071800208033,66.85714285714288,0.6655925865666135,5.9523809523809454,0.5596307332426108,3,3.979591836734691,0.2631578947368553,0
84,0,-2.5352748237066893,2.5352748237066893,5.070549647413379,-1.6426416359369762,1.4873746108612962,1.4172139647424749,63.42857142857149,0.6436592817843988,5.964553510565774,0.5562354519826006,4,3.783231083844581,0.5999999999999913,0
85,0,-2.8578794525136817,2.8578794525136817,5.715758905027363,-0.8397715821296556,2.678260869565226,2.180685358255456,74.2857142857143,0.6567280810270558,5.926176769387058,0.5629457228210101,4,4.402302742973244,0.6923076923077013,1
86,0,-2.5225699250023785,2.5225699250023785,5.045139850004757,-1.6112789526686762,0.8950086058519787,1.0341261633919365,61.7142857142858,0.680195308830425,5.970658478335033,0.5840361123436022,4,3.6847492323439104,0.8148148148148071,0
87,0,-2.595395735501861,2.595395735501861,5.190791471003722,-1.5085484411666075,1.837088388214908,1.1359724612736675,65.1428571428572,0.654639862161722,5.9584610146407835,0.5510818055055405,4,3.8815117466802844,0.7000000000000043,1
88,0,-2.441813148350822,2.441813148350822,4.883626296701644,-1.9423978566644307,1.737317581653931,0.8264462809917408,60.0000000000001,0.6487803614655713,5.976775956284146,0.5459625892004819,5,3.586065573770494,0.5624999999999949,0
89,0,-2.4507432004786054,2.4507432004786054,4.901486400957211,-1.5131136516476094,2.2338568935427663,-0.6107906345435964,60.57142857142874,0.6412519065216189,5.9747354045749335,0.5419146180709732,5,3.61898258791397,0.06250000000000847,1
90,0,-2.2556674872575444,2.2556674872575444,4.511334974515089,-2.2445561139028407,1.8499127399650994,-0.6130790190735622,53.714285714285715,0.6444230580494559,5.999314364072672,0.4915997664795339,5,3.2224888584161775,0.5789473684210634,0
91,0,-2.465557454517146,2.465557454517146,4.931114909034292,-1.645952300974135,3.0260380014074646,-0.37427696495407137,61.142857142857146,0.6396188879642476,5.972696245733782,0.45136280516220545,5,3.6518771331057986,0.6111111111111125,1
92,0,-2.5560306403892064,2.5560306403892064,5.112061280778413,-1.4444071212630187,2.947368421052627,-1.1788480970023536,64.57142857142854,0.6316437194082859,5.960490463215253,0.4529577731616585,6,3.8487738419618474,0.2500000000000068,1
93,0,-2.3722048437164234,2.3722048437164234,4.744409687432847,-1.0490693739424775,2.3451172558627853,-0.3747870528109083,61.212121212121104,0.6451186604058886,5.642954856361157,0.6533368051673565,6,3.4541723666210657,0.521739130434776,0
94,0,-2.1738189393482306,2.1738189393482306,4.347637878696461,-1.4556533513879508,1.8544436668999336,-1.1209239130434798,53.93939393939393,0.6456595986888888,5.666208791208798,0.6388020881877313,6,3.0563186813186847,0.7222222222222302,0
95,0,-2.2506141625371243,2.2506141625371243,4.501228325074249,-1.11788617886179,2.2058823529411806,-0.8491847826086906,57.57575757575752,0.6227868835789331,5.65455791638109,0.5935148191635198,6,3.2556545579163823,0.7000000000000043,1
96,0,-2.165778962328554,2.165778962328554,4.331557924657108,-1.6542876434841325,2.1388499298737678,-1.487994589110592,54.545454545454355,0.6209797862214521,5.664263645726064,0.6002186545884179,7,3.089598352214206,0.31250000000001527,0
97,0,-2.516094771916132,2.516094771916132,5.032189543832264,-0.40733197556007666,2.9835029835029836,-0.5760759064723852,66.6666666666665,0.6408816795192683,5.625639277190597,0.6930507038123448,7,3.7504261847937217,0.75,1
98,0,-2.596514304145978,2.596514304145978,5.193028608291956,-0.06800408024480897,3.195224719101137,-0.5077860528097434,70.30303030303034,0.6230539434790785,5.614154474310997,0.7131603745795747,7,3.9469207213337945,0.5000000000000362,1
99,0,-2.3647894767076694,2.3647894767076694,4.729578953415339,-0.544032641958516,2.3801190059502946,-0.6791171477079814,61.212121212121104,0.637703293397136,5.642954856361157,0.754149551752526,7,3.4541723666210657,0.608695652173918,0
100,0,-2.394952842711012,2.394952842711012,4.789905685422024,0.6872852233676994,2.0905923344947634,-0.7116231785835372,63.0303030303029,0.6183898088879863,5.637171165015382,0.7243060540767008,8,3.5531260676460517,0.5454545454545526,1
101,0,-2.59394231803813,2.59394231803813,5.18788463607626,1.2400964519462625,2.618715083798897,-0.20373514431239145,70.30303030303034,0.6204819573712335,5.614154474310997,0.7573540729586862,8,3.9469207213337945,0.600000000000013,1
102,0,-2.5699395639716736,2.5699395639716736,5.139879127943347,0.9268795056642677,2.154273801250868,0.0,69.69696969696966,0.6128258811942708,5.616065350578632,0.8026364372806027,8,3.914227365554802,0.06666666666664546,1
103,0,-2.349359504428181,2.349359504428181,4.698719008856362,0.618982118294368,1.9512195121951241,-0.27266530334014183,61.81818181818179,0.6057697608384358,5.641025641025648,0.5915857370524699,8,3.4871794871794903,0.857142857142866,0
104,0,-2.325626255332881,2.325626255332881,4.651252510665762,0.7925568573397662,2.1655606007684245,-0.9146341463414672,61.81818181818179,0.582036511743139,5.641025641025648,0.5901933554149914,9,3.4871794871794903,0.0,0
105,0,-2.562386097288513,2.562386097288513,5.124772194577026,1.6955017301038062,2.4398745207389396,0.27294438758103695,70.30303030303034,0.5889257366216127,5.614154474310997,0.6089805531868137,9,3.9469207213337945,0.6666666666666666,1
106,0,-2.885663228511106,2.885663228511106,5.771326457022212,2.352127291594601,3.1010452961672357,0.7147719537099984,81.81818181818178,0.6037159668478206,5.578093306288039,0.6242817833087235,9,4.563894523326576,0.7999999999999896,1
107,0,-2.6692375239995627,2.6692375239995627,5.338475047999125,2.4704244954766987,2.5060911938739996,0.5806010928961779,73.33333333333326,0.6142103500865226,5.604619565217399,0.5644046580109311,9,4.110054347826087,0.6190476190476132,0
108,0,-2.6817733129306363,2.6817733129306363,5.3635466258612725,2.2908712252690067,2.790373212417153,0.6145442130419865,74.54545454545436,0.5941969381852242,5.600814663951128,0.5552253457783491,10,4.17515274949083,0.29999999999999566,1
109,0,-2.7646282021539332,2.7646282021539332,5.5292564043078665,1.8633540372670887,2.892994074590456,1.1651816312542898,78.1818181818182,0.5796688525604362,5.58943089430895,0.5228065370978745,10,4.369918699186998,0.5000000000000362,1
110,0,-2.6296143848808096,2.6296143848808096,5.259228769761619,1.3783597518952484,2.0818875780707895,0.47814207650273644,72.72727272727256,0.5908784011907013,5.606523955147816,0.5624450080878731,10,4.07747196738022,0.47619047619048305,0
111,0,-2.765834706522335,2.765834706522335,5.53166941304467,1.4432989690721776,2.535602639805493,0.613496932515345,78.1818181818182,0.5808753569288388,5.58943089430895,0.5289279887138615,10,4.369918699186998,0.6428571428571606,1
112,0,-2.9759897989565522,2.9759897989565522,5.9519795979131045,1.1262798634812303,2.8819444444444353,1.3337893296853616,85.45454545454538,0.597447288835095,5.566801619433206,0.5663584927619211,11,4.757085020242917,0.4399999999999917,1
113,0,-2.935295623936382,2.935295623936382,5.870591247872764,2.4913494809688435,2.740201179327077,1.7519752662315295,84.24242424242401,0.5889080479741945,5.570560432140454,0.6057897630535688,11,4.692775151924369,0.14285714285716056,0
114,0,-2.946705544999385,2.946705544999385,5.89341108999877,1.6112444292080963,2.45419979260283,1.5416238437821137,85.45454545454538,0.5681630348779236,5.566801619433206,0.6126975453858786,11,4.757085020242917,0.22222222222225435,1
115,0,-3.0191131708587835,3.0191131708587835,6.038226341717567,0.8497620666213408,2.6998961578400813,1.8537590113285354,88.48484848484829,0.5603728542538654,5.557426743011122,0.6265330804905317,11,4.917480633209831,0.21428571428570986,1
116,0,-2.9359145714198087,2.9359145714198087,5.871829142839617,0.20277120648869087,2.2061358152361343,1.0565780504430884,85.45454545454538,0.5573720612983523,5.566801619433206,0.5432666566872341,12,4.757085020242917,0.2666666666666474,0
117,0,-2.8797380292842223,2.8797380292842223,5.759476058568445,-0.06754474839582118,1.8588640275387192,0.6805035726437434,83.63636363636358,0.5494442096286996,5.572441742654516,0.5261808179152276,12,4.660587639311046,0.38461538461540257,0
118,0,-2.89017449506215,2.89017449506215,5.7803489901243,0.4409769335142466,1.9628099173553786,1.2307692307692308,84.24242424242401,0.5437869190999688,5.570560432140454,0.5415970377597308,12,4.692775151924369,0.0,0
119,0,-2.6197529029382856,2.6197529029382856,5.239505805876571,-0.9424436216762117,-0.1357312521208041,0.44368600682593823,72.72727272727256,0.5810169192481774,5.606523955147816,0.630108329878036,12,4.07747196738022,0.633333333333329,0
120,0,-2.630753258771253,2.630753258771253,5.261506517542506,-0.5741303613644069,0.2724795640327042,0.17012589316093216,76.10062893081769,0.5757260848582103,5.400815217391299,0.6207292092929955,13,4.110054347826087,0.06666666666667631,1
121,0,-2.8352548985040884,2.8352548985040884,5.670509797008177,0.1694915254237366,0.5444028581150036,0.5102040816326617,84.71337579617824,0.5855931934973279,5.311231393775373,0.7305396355895714,13,4.4993234100135275,0.5000000000000099,1
