Sıra,Parite,Toplam İşlem Sayısı,Kazanma Oranı (%),Net Kâr / Zarar ($),Kasa Büyümesi (%),Bitiş Bakiyesi ($)
94,ATOMUSDT,9,44.44444444444444,5.673124032028418,5.673124032028418,105.67312403202843
95,BZUSDT,24,41.66666666666667,5.634787942812819,5.634787942812819,105.63478794281284
96,QNTXUSDT,19,47.368421052631575,5.580687639399321,5.580687639399321,105.58068763939932
97,4USDT,8,37.5,5.564514128513878,5.564514128513878,105.56451412851386
98,CIENUSDT,28,42.857142857142854,5.5196297207352325,5.5196297207352325,105.51962972073525
99,OPGUSDT,15,20.0,5.36167561111353,5.36167561111353,105.36167561111351
100,NOWUSDT,27,33.33333333333333,5.335082395334385,5.335082395334385,105.33508239533444
101,TUSDT,26,46.15384615384615,5.324593186950668,5.324593186950668,105.32459318695071
102,MUBARAKUSDT,11,54.54545454545454,5.281701752670877,5.281701752670877,105.28170175267087
103,BRETTUSDT,11,54.54545454545454,5.279365978317912,5.279365978317912,105.27936597831793
104,BOMEUSDT,9,55.55555555555556,5.0503364294653394,5.0503364294653394,105.05033642946533
105,AKTUSDT,15,33.33333333333333,5.046058382337748,5.046058382337748,105.0460583823377
106,MAVIAUSDT,6,66.66666666666666,5.017552098168028,5.017552098168028,105.01755209816801
107,FARTCOINUSDT,13,46.15384615384615,4.907140371531933,4.907140371531933,104.90714037153191
108,GPSUSDT,10,30.0,4.847814790052038,4.847814790052038,104.84781479005208
109,METUSDT,34,32.35294117647059,4.770930434031364,4.770930434031364,104.77093043403137
110,JTOUSDT,20,35.0,4.712899479599467,4.712899479599467,104.71289947959947
111,FORMUSDT,9,44.44444444444444,4.70267126272713,4.70267126272713,104.70267126272712
112,HFTUSDT,8,37.5,4.61588116604713,4.61588116604713,104.61588116604715
113,CRVUSDT,10,30.0,4.593654811897683,4.593654811897683,104.59365481189766
114,EIGENUSDT,14,42.857142857142854,4.556946416700156,4.556946416700156,104.55694641670014
115,METAUSDT,30,36.666666666666664,4.467764463135197,4.467764463135197,104.46776446313513
116,VVVUSDT,19,36.84210526315789,4.0866353589232425,4.0866353589232425,104.08663535892323
117,BSVUSDT,24,33.33333333333333,4.083720910848426,4.083720910848426,104.08372091084841
118,SAPIENUSDT,10,40.0,3.9865794726120063,3.9865794726120063,103.98657947261201
119,ATHUSDT,6,50.0,3.885799047689382,3.885799047689382,103.88579904768939
120,MSTRUSDT,22,40.909090909090914,3.860097931675641,3.860097931675641,103.86009793167563
121,HIMSUSDT,26,38.46153846153847,3.7483181869821163,3.7483181869821163,103.7483181869821
122,ZENUSDT,11,36.36363636363637,3.7386765937230706,3.7386765937230706,103.73867659372307
123,BATUSDT,7,57.14285714285714,3.6701084728315374,3.6701084728315374,103.67010847283152
124,SPORTFUNUSDT,18,38.88888888888889,3.5588842290224205,3.5588842290224205,103.55888422902241
125,ALLUSDT,19,52.63157894736842,3.4764158848903337,3.4764158848903337,103.47641588489033
126,GASUSDT,15,53.333333333333336,3.4251883970214276,3.4251883970214276,103.4251883970214
127,ANTHROPICUSDT,26,46.15384615384615,3.3563295143704086,3.3563295143704086,103.3563295143704
128,XPDUSDT,25,40.0,3.289140771462039,3.289140771462039,103.28914077146204
129,MOODENGUSDT,11,54.54545454545454,3.2712184865968665,3.2712184865968665,103.27121848659685
130,MOCAUSDT,18,33.33333333333333,3.210547521098991,3.210547521098991,103.21054752109899
131,ZORAUSDT,9,33.33333333333333,3.0969368420748373,3.0969368420748373,103.09693684207487
132,GUSDT,17,35.294117647058826,3.0153005970284354,3.0153005970284354,103.01530059702847
133,UVXYUSDT,26,38.46153846153847,2.9704761577683794,2.9704761577683794,102.97047615776836
134,STOUSDT,7,57.14285714285714,2.9679211999337087,2.9679211999337087,102.96792119993371
135,DYMUSDT,4,50.0,2.9479631293524737,2.9479631293524737,102.94796312935247
136,VICUSDT,9,22.22222222222222,2.945649136854718,2.945649136854718,102.94564913685471
137,DOGSUSDT,8,37.5,2.916367415609329,2.916367415609329,102.91636741560933
138,1000FLOKIUSDT,13,46.15384615384615,2.891957671342597,2.891957671342597,102.8919576713426
139,SIGNUSDT,15,40.0,2.826690224304311,2.826690224304311,102.8266902243043
140,LYNUSDT,5,60.0,2.814041898131591,2.814041898131591,102.8140418981316
141,ETHFIUSDT,24,50.0,2.7749858897985575,2.7749858897985575,102.77498588979857
142,COSUSDT,3,33.33333333333333,2.764634001256274,2.764634001256274,102.76463400125627
143,BTRUSDT,17,41.17647058823529,2.687072996993679,2.687072996993679,102.68707299699369
144,BEAMXUSDT,16,37.5,2.67210001438022,2.67210001438022,102.67210001438022
145,MMTUSDT,18,38.88888888888889,2.6528248344972876,2.6528248344972876,102.65282483449731
146,MELANIAUSDT,9,44.44444444444444,2.648250920318984,2.648250920318984,102.64825092031899
147,DOLOUSDT,11,27.27272727272727,2.5943807780197194,2.5943807780197194,102.59438077801973
148,XVGUSDT,9,44.44444444444444,2.5267679422236498,2.5267679422236498,102.52676794222364
149,DASHUSDT,15,40.0,2.521627684256691,2.521627684256691,102.52162768425669
150,MTLUSDT,17,41.17647058823529,2.4872115822040075,2.4872115822040075,102.48721158220403
151,RECALLUSDT,13,38.46153846153847,2.4364561197890753,2.4364561197890753,102.43645611978909
152,CTRUSDT,15,26.666666666666668,2.379221057332258,2.379221057332258,102.37922105733227
153,ICPUSDT,8,37.5,2.371400308294415,2.371400308294415,102.37140030829441
154,TRUMPUSDT,5,60.0,2.34146746267153,2.34146746267153,102.34146746267153
155,VIRTUALUSDT,26,42.30769230769231,2.336368277142913,2.336368277142913,102.33636827714291
156,GENIUSUSDT,5,40.0,2.334423345507429,2.334423345507429,102.33442334550742
157,COSTUSDT,20,45.0,2.3201758871011453,2.3201758871011453,102.32017588710116
158,MATICUSDT,17,47.05882352941176,2.3191502186286117,2.3191502186286117,102.3191502186286
159,MOVRUSDT,6,33.33333333333333,2.3035095770140566,2.3035095770140566,102.30350957701405
160,1000000BOBUSDT,20,35.0,2.3027707994046094,2.3027707994046094,102.30277079940461
161,USUALUSDT,10,40.0,2.2793320273778286,2.2793320273778286,102.27933202737782
162,PNUTUSDT,6,33.33333333333333,2.2524470696782277,2.2524470696782277,102.25244706967823
163,IMXUSDT,14,35.714285714285715,2.207717718985642,2.207717718985642,102.20771771898565
164,XAIUSDT,8,50.0,2.1458494282016316,2.1458494282016316,102.14584942820163
165,HOODUSDT,28,35.714285714285715,2.1312009904919633,2.1312009904919633,102.13120099049195
166,DODOXUSDT,11,36.36363636363637,2.124992653495209,2.124992653495209,102.12499265349521
167,EDUUSDT,15,46.666666666666664,2.1202878126091984,2.1202878126091984,102.12028781260919
168,GOOGLUSDT,23,39.130434782608695,2.1064088712433375,2.1064088712433375,102.10640887124336
169,QQQUSDT,34,38.23529411764706,2.021842822423943,2.021842822423943,102.02184282242395
170,SKHYNIXUSDT,34,38.23529411764706,1.9814917385571693,1.9814917385571693,101.9814917385572
171,ASMLUSDT,26,46.15384615384615,1.9780742978231562,1.9780742978231562,101.97807429782313
172,1000CATUSDT,14,35.714285714285715,1.9758556246871852,1.9758556246871852,101.97585562468721
173,QUSDT,15,40.0,1.8364414657005514,1.8364414657005514,101.83644146570052
174,AVGOUSDT,27,33.33333333333333,1.8201591577287062,1.8201591577287062,101.8201591577287
175,ZAMAUSDT,30,26.666666666666668,1.815102247148296,1.815102247148296,101.81510224714826
176,1INCHUSDT,7,42.857142857142854,1.8090183463186151,1.8090183463186151,101.80901834631861
177,PROVEUSDT,15,46.666666666666664,1.8043783751375146,1.8043783751375146,101.80437837513749
178,CARVUSDT,9,44.44444444444444,1.7888802194423281,1.7888802194423281,101.7888802194423
179,LPTUSDT,15,40.0,1.7092670060695894,1.7092670060695894,101.70926700606958
180,AIGENSYNUSDT,23,26.08695652173913,1.6387832633335007,1.6387832633335007,101.63878326333348
181,USUSDT,31,41.935483870967744,1.4681803995864346,1.4681803995864346,101.46818039958642
182,CAPUSDT,17,47.05882352941176,1.4299495211931745,1.4299495211931745,101.42994952119317
183,BRUSDT,18,38.88888888888889,1.3253023524577412,1.3253023524577412,101.32530235245777
184,LDOUSDT,13,38.46153846153847,1.266302782265117,1.266302782265117,101.26630278226513
185,TSLAUSDT,30,36.666666666666664,1.2022958893257114,1.2022958893257114,101.20229588932571
186,SONICUSDT,8,37.5,1.0538181662028951,1.0538181662028951,101.0538181662029
187,MIRAUSDT,19,42.10526315789473,1.030230802630466,1.030230802630466,101.03023080263047
188,EBAYUSDT,20,35.0,1.0301447381714615,1.0301447381714615,101.03014473817147
189,INUSDT,17,29.411764705882355,1.0245496581845646,1.0245496581845646,101.02454965818455
190,SUNUSDT,31,38.70967741935484,1.003981631875082,1.003981631875082,101.00398163187509
191,SNXUSDT,11,36.36363636363637,0.965011066185135,0.965011066185135,100.96501106618514
192,BBUSDT,8,37.5,0.958520788910392,0.958520788910392,100.95852078891039
193,ETCUSDT,18,44.44444444444444,0.9234500470027005,0.9234500470027005,100.92345004700272
194,ROSEUSDT,6,33.33333333333333,0.8990751074922348,0.8990751074922348,100.89907510749224
195,BCHUSDT,14,50.0,0.8641769837162425,0.8641769837162425,100.86417698371623
196,NVDAUSDT,26,38.46153846153847,0.8616607235383337,0.8616607235383337,100.86166072353835
197,AMZNUSDT,33,39.39393939393939,0.8518321494013972,0.8518321494013972,100.85183214940142
198,METISUSDT,11,36.36363636363637,0.8356467238998343,0.8356467238998343,100.83564672389983
199,XTZUSDT,18,33.33333333333333,0.7466507826723937,0.7466507826723937,100.74665078267242
200,SKRUSDT,23,43.47826086956522,0.6877253910888546,0.6877253910888546,100.68772539108885
201,AGTUSDT,28,25.0,0.6873210886023484,0.6873210886023484,100.68732108860236
202,TQQQUSDT,17,47.05882352941176,0.6630653721799219,0.6630653721799219,100.66306537217991
203,RUNEUSDT,17,23.52941176470588,0.6083004542213641,0.6083004542213641,100.60830045422138
204,SANDUSDT,18,22.22222222222222,0.5359030008592669,0.5359030008592669,100.53590300085926
205,YGGUSDT,15,33.33333333333333,0.5256133372163792,0.5256133372163792,100.52561333721641
206,LINKUSDT,14,35.714285714285715,0.49847489592283184,0.49847489592283184,100.49847489592283
207,HYPEUSDT,24,41.66666666666667,0.478259859524541,0.478259859524541,100.47825985952458
208,LSKUSDT,9,33.33333333333333,0.47540218006823787,0.47540218006823787,100.47540218006824
209,SUPERUSDT,8,37.5,0.4305318584616007,0.4305318584616007,100.4305318584616
210,CTKUSDT,10,30.0,0.3608876155106249,0.3608876155106249,100.36088761551062
211,UBUSDT,23,43.47826086956522,0.34305676626343806,0.34305676626343806,100.34305676626346
212,VUSDT,24,37.5,0.33324520507699407,0.33324520507699407,100.33324520507698
213,XMRUSDT,9,44.44444444444444,0.3033366323376592,0.3033366323376592,100.30333663233765
214,MAGICUSDT,9,33.33333333333333,0.30134407562758364,0.30134407562758364,100.30134407562758
215,0GUSDT,19,36.84210526315789,0.2800446784943408,0.2800446784943408,100.28004467849435
216,XAUTUSDT,25,40.0,0.27924157342101985,0.27924157342101985,100.279241573421
217,AMDUSDT,32,37.5,0.22696063229126262,0.22696063229126262,100.22696063229127
218,WIFUSDT,11,36.36363636363637,0.21910548075413905,0.21910548075413905,100.21910548075414
219,AKEUSDT,15,40.0,0.18588296498959989,0.18588296498959989,100.18588296498959
220,JELLYJELLYUSDT,21,19.047619047619047,0.11821423556309546,0.11821423556309546,100.1182142355631
221,BDXNUSDT,8,25.0,0.10336544418393379,0.10336544418393379,100.10336544418394
222,HAEDALUSDT,7,14.285714285714285,0.07715744226402255,0.07715744226402255,100.07715744226404
223,HYPERUSDT,14,28.57142857142857,0.03506929212679144,0.03506929212679144,100.03506929212679
224,MEUSDT,15,33.33333333333333,0.031938883227532244,0.031938883227532244,100.03193888322753
225,XLMUSDT,20,25.0,0.00948086595563219,0.00948086595563219,100.00948086595562
226,SENTUSDT,35,42.857142857142854,-0.022525277919130116,-0.022525277919130116,99.97747472208086
227,IBMUSDT,16,25.0,-0.05125304377493717,-0.05125304377493717,99.94874695622504
228,LLYUSDT,13,38.46153846153847,-0.055125347386167256,-0.055125347386167256,99.94487465261385
229,OGNUSDT,16,43.75,-0.07972885594038781,-0.07972885594038781,99.92027114405963
230,IPUSDT,7,28.57142857142857,-0.12543682139127177,-0.12543682139127177,99.87456317860872
231,1000PEPEUSDT,11,36.36363636363637,-0.17441730130407151,-0.17441730130407151,99.82558269869594
232,BMTUSDT,6,33.33333333333333,-0.18955343852081108,-0.18955343852081108,99.81044656147921
233,KERNELUSDT,11,45.45454545454545,-0.19573115127708818,-0.19573115127708818,99.80426884872291
234,SKYUSDT,26,34.61538461538461,-0.20607914247132736,-0.20607914247132736,99.79392085752865
235,WCTUSDT,21,38.095238095238095,-0.21087834365938174,-0.21087834365938174,99.7891216563406
236,LUNA2USDT,10,40.0,-0.21277312730707387,-0.21277312730707387,99.78722687269293
237,TUTUSDT,13,38.46153846153847,-0.2634522036348015,-0.2634522036348015,99.73654779636519
238,XAUUSDT,21,33.33333333333333,-0.27069063197646637,-0.27069063197646637,99.72930936802355
239,MSFTUSDT,29,41.37931034482759,-0.28929953128482877,-0.28929953128482877,99.71070046871516
240,LQTYUSDT,10,40.0,-0.32635067962410896,-0.32635067962410896,99.6736493203759
241,CELOUSDT,22,36.36363636363637,-0.3330505355172919,-0.3330505355172919,99.66694946448267
242,1000SATSUSDT,5,40.0,-0.3940445483631393,-0.3940445483631393,99.60595545163687
243,FLUXUSDT,11,36.36363636363637,-0.41057963535144937,-0.41057963535144937,99.58942036464856
244,SAGAUSDT,5,40.0,-0.41692196405549753,-0.41692196405549753,99.58307803594451
245,BANANAUSDT,9,33.33333333333333,-0.4592777876294028,-0.4592777876294028,99.5407222123706
246,WALUSDT,18,50.0,-0.5345789782969057,-0.5345789782969057,99.46542102170308
247,LTCUSDT,14,35.714285714285715,-0.615974652800181,-0.615974652800181,99.38402534719981
248,HOTUSDT,7,42.857142857142854,-0.622730446918835,-0.622730446918835,99.37726955308118
249,PAXGUSDT,24,41.66666666666667,-0.6288366829488597,-0.6288366829488597,99.37116331705114
250,APTUSDT,12,33.33333333333333,-0.6647505149129616,-0.6647505149129616,99.33524948508705
251,ONTUSDT,12,41.66666666666667,-0.6697126234129185,-0.6697126234129185,99.33028737658708
252,HBARUSDT,12,33.33333333333333,-0.6982436744114268,-0.6982436744114268,99.30175632558857
253,RLCUSDT,8,37.5,-0.6986931090524293,-0.6986931090524293,99.30130689094756
254,JPMUSDT,27,37.03703703703704,-0.6994016763047428,-0.6994016763047428,99.30059832369524
255,ENSOUSDT,14,35.714285714285715,-0.7002327099365246,-0.7002327099365246,99.29976729006347
256,HEMIUSDT,17,35.294117647058826,-0.7169824593837748,-0.7169824593837748,99.28301754061619
257,IOTXUSDT,9,22.22222222222222,-0.7241660811005647,-0.7241660811005647,99.27583391889942
258,QTUMUSDT,9,33.33333333333333,-0.7251939034533632,-0.7251939034533632,99.27480609654663
259,WAXPUSDT,14,35.714285714285715,-0.7364799091405654,-0.7364799091405654,99.26352009085944
260,MEWUSDT,16,31.25,-0.8134476464984441,-0.8134476464984441,99.18655235350154
261,LAYERUSDT,13,38.46153846153847,-0.8148555507932078,-0.8148555507932078,99.18514444920682
262,GLMUSDT,18,38.88888888888889,-0.8439271899879104,-0.8439271899879104,99.15607281001209
263,OUSDT,5,40.0,-0.9111420081757435,-0.9111420081757435,99.08885799182426
264,MANTRAUSDT,18,44.44444444444444,-0.940303192535676,-0.940303192535676,99.05969680746435
265,REDUSDT,19,26.31578947368421,-1.0380948686109475,-1.0380948686109475,98.96190513138907
266,RIVNUSDT,35,31.428571428571427,-1.0854678903449468,-1.0854678903449468,98.91453210965507
267,FLOWUSDT,7,28.57142857142857,-1.114152781845665,-1.114152781845665,98.88584721815434
268,DOTUSDT,10,40.0,-1.1519305919333722,-1.1519305919333722,98.84806940806665
269,IDOLUSDT,12,25.0,-1.1762333339469089,-1.1762333339469089,98.82376666605309
270,ACHUSDT,13,53.84615384615385,-1.2499868575931457,-1.2499868575931457,98.75001314240686
271,BRKBUSDT,23,39.130434782608695,-1.2901657053790563,-1.2901657053790563,98.70983429462098
272,SPYUSDT,19,36.84210526315789,-1.2952567250084661,-1.2952567250084661,98.70474327499151
273,XPTUSDT,31,38.70967741935484,-1.315752680491735,-1.315752680491735,98.68424731950827
274,TOSHIUSDT,14,21.428571428571427,-1.3713874189765844,-1.3713874189765844,98.62861258102343
275,NMRUSDT,13,30.76923076923077,-1.3888087122154071,-1.3888087122154071,98.61119128778458
276,INITUSDT,19,42.10526315789473,-1.4070836412958945,-1.4070836412958945,98.59291635870409
277,GALUSDT,22,36.36363636363637,-1.4105905355378732,-1.4105905355378732,98.58940946446216
278,1MBABYDOGEUSDT,11,18.181818181818183,-1.4112852168307732,-1.4112852168307732,98.58871478316922
279,CTSIUSDT,8,25.0,-1.4171338355838292,-1.4171338355838292,98.58286616441617
280,QNTUSDT,15,40.0,-1.4306262703464268,-1.4306262703464268,98.56937372965358
